Federal Provider Number,Percentage of high risk long-stay residents with pressure ulcers,Percentage of long-stay residents assessed and appropriately given the pneumococcal vaccine,Percentage of long-stay residents assessed and appropriately given the seasonal influenza vaccine,Percentage of long-stay residents experiencing one or more falls with major injury,Percentage of long-stay residents who have depressive symptoms,Percentage of long-stay residents who lose too much weight,Percentage of long-stay residents who received an antianxiety or hypnotic medication,Percentage of long-stay residents who received an antipsychotic medication,Percentage of long-stay residents who were physically restrained,Percentage of long-stay residents whose ability to move independently worsened,Percentage of long-stay residents whose need for help with daily activities has increased,Percentage of long-stay residents with a catheter inserted and left in their bladder,Percentage of long-stay residents with a urinary tract infection,Percentage of low risk long-stay residents who lose control of their bowels or bladder,Percentage of short-stay residents assessed and appropriately given the pneumococcal vaccine,Percentage of short-stay residents who made improvements in function,Percentage of short-stay residents who newly received an antipsychotic medication,Percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine
015009,7.878788,100.0,100.0,2.094241,1.098901,6.249999,37.362636,9.392264,0.0,25.775225,14.7929,0.408016,0.5405399999999999,70.0,97.761194,88.87871899999998,0.0,98.159509
015010,17.741937,100.0,98.496241,5.426357,1.287555,7.053944,21.052631,38.235295,0.0,13.025864,8.482142999999999,2.771717,4.780875,42.028986,90.526314,66.674368,0.0,94.545455
015012,6.31579,74.13793299999998,100.0,5.172415,0.0,8.080808,27.722773,5.263158,0.0,36.843385,9.374999,3.98266,10.526318,68.96551600000001,88.745983,72.120704,0.921659,91.036415
015015,13.888892000000002,100.0,100.0,5.067568,0.0,13.875597,49.321267,37.588652,0.0,9.658123,10.144926,0.810775,3.886926,34.444446,99.45946,60.53759,1.2195120000000002,100.0
015016,5.462187,95.142857,84.577114,3.4285690000000004,0.602409,9.252666,23.762377,14.029849,0.0,11.733634,9.523809,3.928318,3.726709,42.25352,84.307689,85.980985,2.058319,70.124481
015019,4.5000019999999985,89.69072299999998,97.904192,2.061855,0.0,5.62249,17.968751,20.454544,0.0,22.54805,17.412936,0.0,0.0,0.0,86.915886,49.930154,1.948052,78.181818
015023,8.710801,100.0,99.118943,0.501252,2.9255310000000003,5.820105,26.246716,32.299739,0.0,12.420872,9.467459,3.527483,3.787877,79.787235,93.975905,76.883201,0.0,89.36170200000002
015024,9.310346,90.719259,96.586345,6.960560000000001,0.0,9.113922,31.392403,25.183375,0.0,12.474003,11.813185,1.60077,16.00928,37.500001,81.707319,89.928015,8.18182,83.602151
015027,11.353714,97.790055,42.966752,3.038672,0.0,1.201203,29.88506,22.713865,0.0,10.542051,9.294871,0.0,3.179191,52.380952,93.31551,82.708076,0.0,79.487179
015028,4.2735059999999985,83.682006,96.666667,4.60251,0.0,9.424086,27.510919,33.505156,0.0,20.608627,16.826923,0.0,1.485148,9.677417,32.456140000000005,43.590022,2.777778,31.578947
015031,8.78788,86.437246,96.607143,4.251011,1.25261,5.292478,33.933164,20.815452,0.0,36.01457100000001,20.899472,0.805665,5.639913,25.000002,92.049272,75.239714,3.4351160000000003,94.806517
015032,11.643836,98.69707,97.03504,5.863193,0.348432,5.058366,17.669173,17.391306,0.0,23.420691,19.305020000000006,3.3478160000000003,0.671141,32.098766,98.408104,92.004456,1.269036,97.233748
015034,9.146341,100.0,100.0,4.065042,2.678571,10.599077,42.792792,8.370045,0.0,13.914132,8.163264,0.705192,2.916668,34.246577,100.0,74.130535,0.0,100.0
015035,8.778628,100.0,85.116279,4.102564,0.0,6.6282440000000005,35.79235100000001,27.900553,0.0,8.88813,9.411766,2.792769,2.695417,43.75,97.872341,73.413864,1.5748030000000002,65.322581
015037,7.526878999999999,47.560974,70.930233,0.0,0.0,1.886793,21.25,13.793105,0.0,34.37226,20.143884,2.440808,0.617283,13.793104,58.16326899999999,51.269415,0.0,40.677966
015040,6.030149,99.635036,93.063584,1.824817,1.1952200000000002,7.364342,6.923077,2.811243,0.0,10.764211,8.86076,3.3750690000000003,1.10294,32.291667,99.212599,93.158404,0.0,89.43894399999998
015042,8.465608999999999,100.0,95.495495,0.660067,0.0,6.52174,21.478871,25.842698,0.0,20.657511,7.983194,1.795779,0.6779649999999999,27.586205,99.557521,60.382688,0.0,71.367521
015044,9.67742,56.571432,62.0,4.571428,1.829266,8.695653,32.352942,27.419355,0.0,46.927728,42.758618,2.372029,0.609755,62.711865,39.285714,83.945072,2.4390240000000003,9.333333
015045,10.285719,96.575342,97.413793,3.082191,0.0,4.273505,14.457831,12.587412,0.0,12.973001,13.0,2.537091,8.303246000000001,28.378378,63.636362,44.151622,0.0,24.21875
015047,7.999998,100.0,95.550351,1.595748,0.0,9.118541,22.535214,30.618891,0.0,25.497993,19.830029,0.456963,0.285714,40.397351,98.684209,63.992538,1.639344,89.041096
015049,16.216217,89.28571600000002,90.082645,2.5510200000000003,1.123594,10.625,13.939395,10.32609,0.0,27.251817,24.615385,2.4139060000000003,3.664923,27.272727000000003,47.289156,74.050686,2.83688,48.675035
015050,9.629631,99.574469,91.011236,1.702128,0.925926,4.5226120000000005,11.659194,16.393444,0.0,20.300238,16.831684,1.427386,2.898551,42.647058,93.103449,27.671069,0.0,71.568627
015053,2.238805,93.852457,89.547038,2.459015,0.0,5.232556,27.604166,21.333334,0.0,20.874297,17.708332000000006,0.0,6.726457000000001,61.81818199999999,55.140185,87.128451,2.777777,83.653846
015063,0.74074,100.0,99.140401,4.55927,0.0,3.18725,30.324908,23.397435,0.0,12.580709,6.159421,0.400501,0.0,40.268454,99.206349,87.872911,0.471697,97.512438
015065,19.928824,99.492385,68.80530999999999,2.284265,0.0,11.730208,23.076925,26.358696,0.0,31.857111,12.941174,4.230792,1.302081,43.749998,98.702984,83.56918,1.86722,77.178899
015066,9.782611,100.0,93.846154,4.4943800000000005,0.591716,9.285715,44.705881,10.30303,0.0,16.640859,13.636364000000002,3.6003199999999995,2.702704,29.629631,99.090909,86.720682,3.731344,92.307692
015067,11.851853,85.887095,95.289855,7.258063000000001,3.448279,6.829267,28.634363,16.949153,1.612902,44.085166,25.806451000000006,0.524486,1.754386,25.0,44.395605,63.915519,2.575109,53.861789
015073,14.851485999999998,100.0,99.309392,4.468413,0.0,6.967983,17.254177,18.037975,0.0,20.706711,12.523367,0.7447729999999999,1.092043,41.035856,100.0,67.995662,1.622717,94.095477
015075,5.307264,99.649738,96.949602,3.677759,1.123594,9.070295,32.62136,29.676261,0.700525,31.73903,15.895370000000002,1.368116,9.336098,52.53164399999999,89.130434,69.68503100000001,2.139037,86.842105
015076,10.209423,95.328469,94.138756,3.795618,1.746034,9.189189,20.104895000000006,19.909503,0.0,15.814669,16.240876,1.915183,1.497006,59.340659,98.48156,63.008293,0.522649,86.062718
015083,8.292682000000001,99.683544,98.933333,3.481011,0.0,7.333335000000001,36.129032,22.222223,0.0,8.289444,7.017546,1.092514,2.28758,36.53846400000001,100.0,70.185885,7.272728999999999,98.031496
015084,12.429379,95.833334,92.079208,3.030302,0.0,12.037036,22.268907,14.893615,0.0,21.97744,11.05991,0.0,0.414937,48.979591,86.027946,90.539571,1.863354,73.567468
015089,10.791368,95.789474,98.165138,1.578947,6.951872,3.910613,17.486339,24.309391,0.0,8.282502000000001,6.586824000000001,1.183987,2.150537,58.42696700000001,89.265537,63.43222900000001,3.921569,89.88764
015091,12.0,88.770057,80.0,2.495542,0.0,17.18147,28.545121,14.223194,0.0,7.657108,11.545625,2.465885,0.373135,46.530614,78.481013,64.023137,1.363637,70.613108
015097,9.638555,30.769229,82.14285699999998,2.429149,0.456622,4.954955,19.047618,13.61502,0.0,17.125898,18.333332,1.962917,0.418409,28.57143,24.999998,51.751496,1.886793,40.322581
015098,15.441177,60.759495,90.344828,7.172996,2.252251,11.05769,11.320756,42.173913,0.0,20.967718,14.044944,0.7598659999999999,6.034482,65.51724200000001,70.520232,68.90245999999999,0.0,71.657754
015100,8.88252,95.333333,97.925311,3.555558,0.0,1.265822,9.452736,24.812029000000006,0.0,16.585724,8.0,1.375086,3.803133,52.272729,57.560975,83.856443,2.0,68.510638
015103,16.450215,87.628866,85.747126,2.319588,0.0,4.310345,16.666666,23.780487,0.0,7.108633,12.883435,0.9058,3.723402,46.37681,96.875,83.392273,3.157895,93.083236
015109,14.723927,90.718564,99.171271,1.197606,0.0,0.928793,27.160492,3.592813,0.0,20.839448,18.18182,2.148447,0.0,28.275862,55.31915,58.364829,0.0,62.831858
015111,10.000001,89.230767,81.02981,1.538459,0.343643,3.5714269999999995,14.137931,13.576158,0.0,8.271483,4.0,1.958005,0.937501,62.569834,50.646552,83.96749799999998,2.830186,53.40314100000001
015112,12.365591,100.0,99.132948,0.355872,0.0,19.85294,8.695653,11.583011,0.0,20.996198,15.283841,1.411966,2.888085,23.68421,100.0,60.164115,2.298848,100.0
015113,8.487084,86.52631600000002,93.950851,2.315788,1.573035,13.580247,26.190475,18.316833,0.0,26.973299,15.800866,0.810571,2.022472,33.898306,61.145193000000006,63.444194,0.694444,63.636364
015114,6.880736,100.0,88.656716,4.861114,12.213742,14.285715,43.01887,39.555553,0.0,10.007978,6.666667,1.409265,3.461536,57.377049,87.341773,38.267838,3.174605,91.666667
015115,4.661016,97.574123,99.047619,2.425873,0.0,8.169014,27.170867,15.178572,0.0,14.089042,3.529411,1.251319,3.523035,38.993711,83.712122,17.833215,2.752295,82.222222
015116,7.865167,95.774646,81.515152,2.112677,0.396824,10.126583,11.42857,7.806694,0.0,20.010844,14.705882999999998,0.8690829999999999,0.722021,40.476191,78.18411,89.607773,0.6465529999999999,38.544153
015117,14.285714000000002,99.388379,94.369973,1.223242,0.0,7.931031,8.9404,13.986017000000002,0.0,27.932845,19.685039,2.33643,2.222222,31.57895,79.215688,63.955539,0.0,77.69784200000002
015119,12.345679,100.0,97.685185,0.250626,1.381216,3.779071,22.020725,16.216217999999998,0.0,31.490733,14.285713,3.03745,1.6806720000000002,20.212765,99.534885,75.945114,5.511811,86.407767
015120,8.653847,81.593404,77.536232,4.670329,0.0,7.0,22.115385,19.701494,0.0,46.53632,27.062706,3.100864,1.420455,46.250003,89.961391,67.784115,3.267974,92.334495
015121,7.361961,99.578058,99.588477,2.953585,0.0,1.388888,21.524664,11.848343,0.0,11.051164,11.940298,1.7017259999999998,1.304348,40.90909,100.0,83.240769,2.702702,93.630573
015126,2.45098,95.940962,91.692308,4.797047,0.0,9.230771,21.933085,14.229249,1.476014,26.444144,18.972333,0.0,2.671757,36.842105,96.036587,67.616776,0.904976,96.73913
015127,4.761904,98.765434,98.453608,0.925925,0.643087,10.593219,17.843867000000003,16.72355,0.0,18.135877,9.375001,1.977314,1.034482,33.043479,70.943398,81.036467,0.706713,75.316456
015128,6.584361,97.24138,94.785276,4.48276,3.272725,1.229509,17.1875,24.000001,0.0,39.35012800000001,24.279836,0.470515,3.597121,64.615385,89.825119,76.01673199999998,4.5454550000000005,86.440678
015129,14.285713,100.0,97.377049,2.941176,3.787879,5.050506,16.595746,18.473898,0.0,21.436439,6.437769,2.694905,4.562737,58.823531,97.297297,75.482871,0.9009,96.363636
015132,8.810572,100.0,100.0,0.973237,0.0,6.802721000000001,24.516129,17.507417,0.0,10.193304,5.80205,0.8387819999999999,2.272728,23.417720000000006,94.810378,87.771127,3.48837,92.337165
015133,11.026616,96.774194,93.446089,2.304148,3.947368,10.38961,20.935962,15.445026,0.0,40.132944,26.963352,2.012225,3.11005,22.727272,93.058568,78.32035400000002,4.4334989999999985,89.527721
015134,9.311739,99.73545,98.272138,1.322751,0.0,6.7647070000000005,24.438201,11.032028,0.26455,17.053465,7.78443,1.974307,3.038672,46.285712,98.618786,72.512526,0.0,88.719512
015136,5.2356,100.0,100.0,3.448275,0.0,10.211268,20.270269,20.921986,0.0,9.731065,9.931507,1.875003,4.560262000000002,44.943822,98.076923,73.817504,6.122449,86.666667
015137,7.643313,51.086959,85.04983399999998,4.7101440000000006,0.806453,6.640623,43.749998,13.372094,0.0,14.809778,13.750004,0.591175,2.898549,50.602409,21.705425,72.242455,0.0,28.378378
015138,5.0,99.127906,97.574124,1.744187,0.0,2.356903,22.324161,16.770187,0.0,32.800576,21.352314,2.73347,0.31746,46.52778,87.85714399999998,66.225436,0.0,87.421384
015139,12.925169,100.0,100.0,0.694444,1.520913,4.332129,30.069931,31.906614,0.0,17.076789,10.646389,4.244836,0.0,38.23529600000001,100.0,30.390982,2.424242,97.358491
015141,12.371133,99.487179,100.0,4.102561,0.0,5.660376,35.119048,11.111111,0.0,11.581599,5.555556,3.441956,9.18919,14.285713,100.0,75.412373,0.0,100.0
015142,9.606986,100.0,100.0,3.184712,3.333331,6.428571,26.804126,20.205478,0.0,11.959446,8.098589,4.444251,3.30033,63.120567,91.079811,75.033654,1.136365,94.527363
015143,6.865672,78.604648,93.554688,3.72093,0.997507,9.278351,24.878049,19.417477,0.0,53.662462,26.44628,1.018891,1.225489,20.000001,37.898089,70.61179,4.212455,62.150538
015144,14.000001,49.803922,86.678508,5.294118,0.0,8.552633,23.8193,12.351542,0.0,27.857408000000003,20.594966,0.699296,3.131526,38.823529,67.768596,67.670778,5.172411,73.271889
015145,11.417321,60.511363,90.977444,1.704546,0.0,12.000002,31.879193,15.644175,0.0,17.665164,16.917293,1.7479349999999998,3.343463,43.434344,22.792021,87.89873100000001,3.116146,19.855072
015147,22.404373,99.695122,100.0,2.743901,0.0,10.861424,33.865815000000005,21.710526,0.0,29.982292,18.530351,1.383216,1.773049,35.294117,97.338405,67.265425,0.946372,96.958175
015148,10.967742,98.596491,100.0,7.719296000000001,0.732603,5.6074769999999985,22.580645,14.981275,0.0,13.542108,11.739129,0.397739,1.2,42.500001,70.75471800000003,83.909469,4.166665,59.561129
015150,21.656053,99.666666,100.0,2.333336,0.0,12.840467,29.770993,13.754646,0.0,8.888809,6.7729089999999985,0.5454979999999999,0.338983,36.774194,100.0,59.484373,1.562501,93.382353
015151,8.500001,97.666668,97.910448,0.999999,0.35461,4.347826,6.201551,22.047243,0.0,8.349059,16.055047000000002,2.358744,1.355932,29.670328,95.522386,42.263966,3.076924,88.235294
015152,6.976744,100.0,98.288973,3.070178,0.0,6.045338,24.047621,16.483516,0.0,27.890578,15.422888,1.003436,2.068964,21.621623,100.0,75.219633,0.985222,93.501048
015153,20.762711,53.205124,73.41040500000003,1.602563,0.0,11.538462,18.688525,17.391304,1.28205,40.515593,23.913045,1.83431,4.0955650000000015,35.9375,22.045854,56.686580000000006,3.977273,23.101266
015154,3.5874410000000005,100.0,100.0,7.670453,8.408408999999999,5.666666,38.109758,18.122978,0.0,17.023823999999998,15.635179,2.051468,2.469137,58.181821,100.0,70.084909,0.0,100.0
015155,3.409092,97.701151,48.737374,2.298851,3.416146,6.360423,34.589042,27.575759,0.0,3.822935,6.20155,2.922444,1.76991,36.619716,83.76963,76.365574,0.60423,75.773196
015156,6.2500019999999985,100.0,99.748744,2.923976,1.557633,6.703912,26.392962,32.59494,0.0,17.487282999999998,13.548387,3.034642,8.630953,70.08547,95.614034,49.322177,5.0000019999999985,93.073593
015157,2.777778,100.0,98.989899,3.42857,5.5900620000000005,13.178297,33.77483400000001,28.915662,0.0,42.87507,23.255814,1.229654,4.575163,51.515155,98.913043,71.144827,4.0000019999999985,94.736842
015158,11.627909,97.183098,100.0,1.877934,3.030301,10.810811,28.28283,20.645163,0.0,5.311765,7.741934,0.0,3.902438,35.52631500000001,58.571429,82.547628,6.666667,72.727273
015159,1.17647,98.587572,98.987342,2.82486,2.976191,0.6802729999999999,33.993398,22.985075,1.129944,2.166297,2.341135,0.8328639999999999,0.28985500000000003,35.294118,29.57317,97.238543,3.773585,45.896657
015160,10.734464,96.617337,97.78672,3.594078,0.671143,7.41573,28.008753,20.183485,0.0,9.956748,11.025642,2.387261,5.856833999999999,33.913043,76.0218,41.634946,3.278686,69.71831
015162,14.734302,99.700598,98.476454,3.892215,4.620461,9.365078,29.548988,21.261261,0.0,22.017631,12.569318,2.450019,3.664122,43.203884,99.578058,59.198023,1.764703,96.108949
015163,8.539944,98.795179,99.260628,4.016067,0.660795,6.387667,36.85344600000001,20.539417,0.803212,31.468157,26.097562,2.430705,2.049182,50.222222,96.984321,67.58044,2.646502,95.298165
015164,8.441559,99.502487,99.54955,1.492536,4.255319,6.111111,7.608697,13.483145,0.0,15.079247,11.309525,0.0,1.015228,28.070175,92.857141,83.516449,2.857144,91.089109
015171,5.529954,82.19584499999998,97.150259,1.780414,0.0,8.881578999999997,22.93578,20.999999,0.0,2.025106,8.045978999999999,2.021157,3.833867,31.297711,48.695653,53.209217,0.0,76.97841700000002
015174,8.280252,100.0,98.356164,0.766283,0.0,1.499999,21.951220000000006,24.669604,0.0,36.015816,19.354835,6.599058,2.4,45.054945,100.0,81.588974,0.0,51.412429
015175,8.888891000000003,92.515591,96.551724,5.197506,0.668151,7.481297,19.194315,19.474836,0.0,28.19937,22.168674,0.968485,2.826087,36.269427,52.919023,79.69313100000002,3.278691,68.953069
015176,3.3783800000000004,99.573562,96.755725,6.396587,0.0,9.647057,32.574031,36.342043,0.0,15.564258,10.97852,0.620459,0.8791190000000001,29.032258,86.520374,51.777147,1.666667,68.75
015177,10.0,99.107143,99.212598,2.232143,0.483092,3.3707870000000004,22.797927,10.526318,0.0,34.13089,16.981134,3.0259240000000003,7.177034,45.454543,80.508475,76.184007,5.000001,79.33884300000003
015179,1.666666,94.672132,99.632353,2.049181,0.448431,2.105261,14.500001,5.508475,0.0,34.445556,18.857144,0.0,5.084746,35.897438,77.868851,77.092148,3.225806,90.163934
015180,9.556313,96.816975,99.287411,2.9177720000000003,0.0,8.945686,30.84112,15.915915,1.061008,32.429248,11.147543,1.881307,0.0,51.51515300000001,87.13692900000002,46.821581,0.6992970000000001,85.827465
015182,9.142858,100.0,99.700599,2.564102,0.0,12.5,23.87543,25.190839,0.0,10.815081,14.509804999999998,4.350131,0.338982,21.80451,99.382716,76.279167,0.0,94.886364
015183,8.333333,90.929706,95.482546,4.535148,0.0,4.975126,10.377356,34.217506,0.0,13.298612,18.110235,0.7693840000000001,2.594339,68.981483,39.142856,41.811167,6.030151999999998,52.392344
015184,8.415842,99.772728,98.966942,4.545457,7.0921970000000005,4.178271,23.545705,22.00557,0.0,15.857067,18.397627,1.549041,0.686499,6.289307,97.107439,94.486748,0.990099,92.0
015186,9.176468,98.703404,99.851632,2.917339,0.347825,11.264821,26.956523,15.547699,0.0,15.599920999999998,15.08704,1.489952,0.819672,67.272728,84.549359,77.235951,1.606424,90.909091
015187,6.569344999999998,100.0,99.559471,3.076923,0.0,9.467454,32.044199,23.036652,0.0,21.289557,18.965519,2.35163,2.73224,41.414142,87.19511999999997,63.22799200000001,2.739727,93.661972
015188,4.891304,95.63492,95.373665,3.174601,0.0,6.249999,13.656387,14.977974,0.0,11.322207,7.1066,0.607146,4.417669999999998,51.315789,90.643276,57.291327,1.886793,97.109827
015189,8.433735,100.0,98.604651,4.950492,0.5617979999999999,2.631578,24.102565,16.666666,0.0,5.032888,3.684209,0.849383,0.507613,35.714288,97.408207,85.873755,2.845527,83.022388
015192,11.885246,98.157894,99.779736,1.315788,2.513965,14.018692,27.659578000000003,18.579236,0.0,30.18222,22.895625,2.390687,1.88172,59.50413,98.991936,82.150553,1.277954,95.446585
015193,13.917528,98.154983,98.33887,1.476014,1.276595,0.819672,18.032789,27.272728000000004,0.0,29.551073,8.403362,2.468697,2.583026,72.60274,85.641024,62.766438,0.0,93.457944
015194,7.608696000000001,100.0,100.0,6.694564,0.0,9.452735,27.804879,11.574073,0.0,22.522922,6.741573,1.877738,3.404256,39.215687,99.579831,76.93068199999998,0.0,100.0
015195,9.625668,59.292037,90.692124,4.719764,0.934578,16.352201,26.219512,23.511907,0.0,13.643112,10.932478,0.7911199999999999,4.8632230000000005,41.221373,58.643329,67.186844,0.396826,58.85286800000001
015196,13.636363,84.897958,82.291667,4.081633999999998,3.0837,4.651161,12.560389,13.636364000000002,0.0,19.524523,18.848168,0.487137,0.471699,49.450549,74.21875,93.521622,6.153845,62.790698
015199,8.250825,87.476979,95.096322,2.025783,0.0,2.577322,16.446128,23.245614,0.184163,17.226873,13.333334,2.614536,2.25141,42.358075,65.206187,71.998141,0.564971,72.666667
015200,5.934718,100.0,99.821109,4.382471,0.0,5.9867,32.762311,29.079498,1.195219,24.00764,17.156861,0.8623360000000001,2.263374,39.76608,96.700509,73.14456700000002,1.276595,95.909091
015202,7.807809,97.847356,100.0,3.718198,0.446428,7.352939,24.273859,19.999999,0.0,8.603269000000001,18.722463,3.639325,2.783298,34.615383,96.114521,70.07514300000001,1.724136,81.111111
015203,16.577542,91.823898,96.226415,0.314465,0.0,5.821918,22.330099,26.7148,0.0,14.63049,8.960574000000003,1.309821,3.333333,35.185184,72.872338,52.284566,2.197801,72.807018
015206,5.9322050000000015,100.0,97.959184,7.075472,0.0,9.09091,18.274109,7.881773,0.0,12.52557,9.836066,1.351519,2.463051,58.333333,99.142857,54.834989,3.636362,82.368421
015207,9.695292,96.945009,94.527363,3.665989,2.386119,5.974027,36.818181,27.045452,0.0,10.550397,11.688312,3.048181,1.864799,74.269009,87.307693,79.805637,0.348431,82.509506
015208,9.121621,90.000001,83.98357299999998,2.173912,0.6849310000000001,0.724638,23.218389,13.56322,0.0,7.322342,6.203476,2.63584,3.54767,33.793107,83.664459,52.95381500000001,1.632654,68.154158
015209,9.125476,76.211454,92.697769,1.101322,0.27855100000000005,5.555558,18.5,20.418849,0.0,23.767551,17.151162,4.2846150000000005,1.327435,31.868131,70.650263,90.129057,2.310232,69.858713
015210,18.808778,95.791584,94.493783,5.010021,0.0,8.447489,27.705627000000003,23.094691,0.0,6.053718,7.462686,2.90457,4.641349,50.000002,47.103276,73.015766,2.202643,66.978923
015211,15.261046,100.0,99.749373,1.466275,0.6349199999999999,17.14286,17.64706,20.802918,0.5865100000000001,20.691125,15.999999,2.459499,0.301205,45.000002,100.0,54.386708,1.8018,100.0
015212,9.615384,63.492063,96.774194,4.761904,2.890173,5.405406,38.562091,30.057803000000003,0.0,17.157602,14.179106,1.255634,5.97826,37.25490300000001,31.944442,78.40645400000002,5.7142870000000014,58.918919
015213,6.388892,100.0,88.689408,3.665988,0.0,5.8411230000000005,31.249998,23.214284,0.0,24.779646,12.433865,0.17909,4.166666,40.689653,100.0,77.903518,3.921568,24.528302
015214,3.883497,100.0,95.818815,1.140685,7.392996000000001,7.083332,6.224065,12.648221,3.041824,42.016899,15.668202,2.850553,4.198472,69.230769,98.019801,78.20373000000002,0.0,98.666667
015217,14.716978,99.303944,100.0,3.944316,0.0,8.031089,14.640198000000002,15.641027,0.0,9.049898,4.336735,2.153088,2.415459,38.953488,98.469388,66.304794,3.3492800000000003,97.972973
015220,15.337424,77.586209,91.821561,1.724136,3.255812,2.824857,30.0,20.091323000000006,0.0,22.336375,15.52795,4.595301999999998,6.113536,36.231882,29.268290000000004,82.970282,0.0,52.97619
015221,2.21519,93.542072,96.347826,4.500977,3.974895,5.954825,32.193157,19.595958,0.0,23.350113,18.526786,0.968078,3.19361,31.288344,58.373206,56.401744,0.8620690000000001,76.442308
015222,6.451614,91.19171,97.087379,6.735751,2.8248580000000003,17.283948000000002,19.526627,38.63636500000001,0.0,12.449589,8.333336,0.5889850000000001,4.838711,36.923077,81.97425,89.431662,0.8064520000000001,73.03370799999998
015223,13.636364000000002,100.0,100.0,2.24359,0.0,9.019607,18.214286,17.328521,0.0,9.200041,7.9166690000000015,4.538712,1.393727,20.689655,96.408837,84.363295,0.617284,91.576087
015225,12.077296,90.395479,96.368039,6.779658,3.405574,7.666666,22.257055,28.91566,2.542373,12.016061,15.579709,0.997199,3.625376,31.775702000000006,83.081574,62.452098,3.370788,85.797101
015227,8.163264999999999,97.506926,98.847926,2.493072,1.2307709999999998,5.48387,39.687499,21.854304,0.831023,38.367233,23.890786,0.0,2.849005,18.348626,74.56140500000002,67.71641,0.0,79.508197
015228,10.191084,34.538151,50.537634,4.417671,0.0,0.917431,15.126048999999998,8.585859,0.0,24.971836,24.479169,1.04607,0.0,34.0,41.150444,80.888789,1.851849,51.121076
015315,9.401708,85.840707,95.744681,1.769912,0.4830930000000001,8.620688000000001,37.640451,17.788464,0.0,17.344421,6.358383,2.055254,8.108108999999999,30.769231,64.68646899999999,79.59357,0.0,64.804469
015320,9.090909,100.0,99.85119,3.333333,4.8059129999999985,6.868685,27.236579,25.806452,0.701755,17.233594,10.803324,0.669288,8.540924,22.916666,94.845362,88.537163,2.836878,99.653979
015321,14.507772,99.29078,98.240469,3.900707,0.371747,3.619907,30.901284000000004,21.161826,0.0,7.920446000000001,3.79147,3.080519,0.37037,50.420169,92.198579,55.605909,0.0,79.591837
015322,6.250001,93.227093,97.761194,1.593624,2.92887,4.424778,29.437229,19.026549,0.0,8.326232000000001,6.486487,0.668186,5.284553,43.333334,84.420289,78.615489,7.142857000000001,85.148515
015326,20.774646,91.685392,98.360656,3.595506,0.0,7.070706,39.659368,23.076925,0.0,20.51753,15.522388,1.841418,1.6166280000000002,34.999998,73.351649,63.903112,2.453989,70.48710600000003
015331,2.604166,99.200001,98.684211,4.0,5.357142,7.834100999999999,12.217195,10.931175,0.0,29.931971,18.719211,0.740758,4.471548,61.363637,96.330275,61.182033,0.0,96.078431
015336,12.878787,100.0,56.88259100000001,1.089324,0.0,6.074766,23.094687,29.411765000000006,0.0,4.4532,3.768115,4.9161800000000015,4.415011,9.734513,99.696049,22.74719,4.444446,28.531073
015369,9.836065,97.99331,99.02439,8.361205,0.0,10.800002,37.451738,23.239437,0.0,27.181344,18.823529,1.459593,3.4482730000000004,61.11111,88.073398,59.098879,4.278074,82.46753199999998
015371,7.28863,97.849463,90.892193,3.44086,0.0,4.9999980000000015,26.056337,20.175441,0.215054,18.818096,12.113401,1.283601,1.5250549999999998,46.341465,91.639869,70.319724,1.744187,74.675325
015372,5.263158,95.906431,65.053763,1.16959,0.0,5.172413,26.923076,15.204676999999998,0.0,3.86601,4.065043,4.030547,1.91083,1.587303,85.523386,81.77829100000002,3.109658,81.79938
015373,10.857143,99.339935,94.797688,2.640262,3.46021,3.149607,22.348483,20.437956,0.0,7.542239,10.132159,2.56663,0.682595,53.424657,98.230089,46.490785,1.282052,95.882353
015375,3.252034,100.0,100.0,0.0,0.0,0.0,37.278107,29.378531,0.0,9.066291,9.929078,2.609696,0.0,32.352940999999994,100.0,86.353145,0.887576,99.744246
015376,9.625669,61.0951,88.279302,6.340057,0.0,12.323943,31.168832,23.98524,1.152737,5.7943989999999985,2.020204,0.0,0.928792,24.79339,48.089172,86.070995,2.777778,46.130031
015378,11.03896,100.0,99.637681,5.687204,2.604166,9.941522,34.054053,22.959184,0.0,40.949526,22.471908,0.8329690000000001,5.0761400000000005,36.842106,93.886462,68.987534,4.0,89.60396
015379,14.728681,100.0,99.709302,4.0677949999999985,0.0,10.894944,10.606059,40.492955,0.0,23.035695,19.844359,0.644289,5.555558,63.190186,98.61111,60.019774,5.579402,89.73799100000002
015382,3.2,94.117646,91.20603,2.240895,0.0,5.0,15.974439000000002,9.29487,0.0,15.156156,6.535946,0.900726,2.89855,80.254777,89.13444100000002,90.870429,1.35593,85.854617
015383,3.921569,98.950131,94.363257,2.362203,4.748603,7.666666999999999,29.787233,21.082622,0.0,71.788124,15.974444,2.184668,2.556819,23.255814,87.24137900000002,54.995764,2.2388060000000003,83.103448
015386,8.333332,100.0,100.0,1.449273,0.502513,10.588238,15.340910999999998,16.75393,0.0,21.414522,13.01775,0.457942,5.970149,42.857144,100.0,80.685022,0.0,97.560976
015388,8.839781,87.318841,96.615385,3.260871,0.398407,14.396887,28.731343,10.661764,0.0,36.059584,29.460583000000003,2.404812,2.264153,43.137255,57.345973,68.956581,0.680271,70.205479
