Federal Provider Number,Number of hospitalizations per 1000 long-stay resident days,Number of outpatient emergency department visits per 1000 long-stay resident days,Percentage of short-stay residents who had an outpatient emergency department visit,Percentage of short-stay residents who were rehospitalized after a nursing home admission
235038,1.445776,0.8763719999999999,14.229589,34.456149
235039,0.354212,0.255431,8.176234,14.591821
235044,1.735265,0.529771,6.735816000000002,18.989799
235050,0.463934,0.784747,14.951847,26.103897
235054,0.645525,0.123802,14.632479,19.016815
235056,1.194986,0.354748,5.054304,24.593068
235057,1.7601830000000005,1.753664,11.204457,28.529549
235058,1.206344,0.437346,12.277006,14.583612
235065,1.406203,0.453597,8.035528999999999,20.198155
235067,0.621483,0.527165,7.4041929999999985,12.786466
235069,0.688107,1.126066,13.319669,14.172704
235072,1.7842,0.831967,11.448252,22.402459
235075,1.785843,0.694779,6.376272,19.719235
235076,0.21422,0.391488,18.713582,18.362539
235088,1.110405,0.513684,8.139645,22.049304
235089,1.033645,0.419838,5.242102,20.457409
235094,1.378287,0.673837,11.365395,21.269074
235102,1.076298,0.280293,9.89532,25.16032
235103,1.573885,1.186173,14.020796,25.600585
235113,1.990848,0.794439,8.796188,27.755788
235116,1.143556,0.74053,3.786544,7.715737
235123,0.882798,0.388398,9.050212,21.98614
235132,1.281033,0.366713,8.296413000000001,20.913005
235139,2.33112,0.518313,8.080136,27.743929
235143,0.155193,0.205812,10.001867,19.096272
235144,1.1165459999999998,2.090616,28.381716,21.403543
235147,0.816059,1.237757,13.091009,20.582226
235150,2.107622,0.441508,5.512179,23.276265
235155,2.0712580000000003,0.7160270000000001,2.222041,36.397963
235157,1.845578,1.665758,12.743286,29.798475
235164,1.099709,0.156908,8.680626,19.833831
235171,0.8368030000000001,0.470862,4.6325379999999985,19.716393
235174,0.6122449999999999,0.530504,10.158075,20.577899
235175,1.854615,0.7670520000000001,5.723106,22.668147
235176,0.8696659999999999,0.5580890000000001,5.800765,10.531818
235177,0.535701,0.167199,7.763661999999999,28.678478
235179,0.171612,0.965617,15.314265,13.317942000000002
235182,1.3841370000000002,1.905986,14.163676,22.034928
235184,0.675254,0.068031,8.592911,24.748171
235187,1.190842,0.629861,9.423808,31.241016
235197,0.692315,0.596525,6.349745,8.945675
235205,1.141441,1.080392,20.81149,30.828113
235206,1.62378,1.634154,17.416615,28.987464000000006
235207,1.331863,0.551874,4.338472,19.880392
235209,0.935973,0.4548430000000001,13.221905,28.620686
235213,1.101584,0.634252,17.385901999999998,10.65201
235214,1.250611,0.196097,0.0,27.428428000000004
235217,1.974732,0.361655,9.783641,27.756412
235223,1.343853,0.815083,13.351399,31.936098
235224,0.568756,0.6612680000000001,15.410401,19.474553
235225,2.065559,0.439001,5.421005999999998,25.343211
235226,1.639198,0.609491,6.6911520000000015,25.491651
235228,1.384954,1.523692,3.584384,21.821331
235232,1.835083,0.876616,8.5535,25.758745
235234,0.257762,0.7254729999999999,17.420099,29.323016
235236,1.479276,0.32548,12.28168,19.781928
235237,1.072601,0.319596,5.679009,16.326462
235238,2.52755,0.603788,8.628214,22.911733
235242,1.545695,1.224042,20.302222,49.761332
235243,1.432286,0.229067,15.883527,16.851283
235244,0.425075,1.201331,16.889302,13.924716
235245,1.008812,0.443208,7.818894999999999,26.122927
235248,2.191773,0.321754,17.799617,29.226216
235249,1.36847,0.392079,7.16753,14.64628
235250,2.801918,1.988404,14.448551,27.31949
235252,1.768217,0.632549,9.150882,19.893444
235253,1.462211,0.5791149999999999,3.198692,20.116035
235256,0.8262299999999999,0.523416,11.163233,22.139367
235257,0.82635,1.108917,11.235391,0.0
235259,1.397622,0.571576,7.04648,38.705857
235260,2.111079,0.33547,2.46441,23.223926
235261,1.0483559999999998,1.4559540000000002,15.197768,10.222788
235262,1.074254,0.289564,13.860634,25.968223
235263,1.496147,0.760524,8.425966,37.381353
235264,0.945765,0.91085,7.297403,26.368107
235266,2.385456,0.345423,16.169398,35.94341400000001
235267,0.523473,0.4858770000000001,17.359729,10.922231
235269,1.556889,0.304505,8.065226,34.675295
235270,2.15067,1.655132,7.665786,21.552251
235274,0.8880969999999999,0.456759,8.166431,21.760337
235279,0.573019,0.15478499999999998,3.693856,27.015375
235280,1.07318,0.5780390000000001,10.003623,12.799278
235281,1.446656,1.824278,21.055811,19.973246
235283,1.041043,0.461639,11.920038,22.895532
235284,2.012208,1.071544,13.398975,23.169255
235285,0.529446,0.563537,4.423181,28.569588
235286,1.267682,0.962061,10.14838,32.449808000000004
235287,0.965595,1.6728610000000002,15.539817,29.073359000000004
235288,3.052723,1.273725,11.948225,31.021323
235289,0.120231,0.125485,8.830638,22.353894
235290,1.333422,1.054171,8.369926,15.467999
235292,0.567862,0.8743629999999999,8.542271000000001,20.777745
235293,1.931058,1.236479,14.685116,27.411872
235294,1.373216,0.359498,7.85481,29.259904
235296,1.578302,0.261509,7.189336999999999,13.410766
235297,1.085358,0.157076,3.943739,16.63008
235298,1.561866,0.7136640000000001,11.324232,33.590894
235299,1.667763,0.292322,3.657713,22.116763
235300,1.961963,0.723078,12.033351,31.157089000000006
235302,0.980456,0.8078029999999999,10.675486,13.460007999999998
235310,0.778263,0.335917,12.73628,23.631806
235312,0.8218780000000001,0.398639,10.966442,29.985984
235313,1.39407,0.275365,19.157469,18.414964
235319,2.0876360000000003,0.323698,5.6991489999999985,28.206414
235320,1.7851720000000002,0.826492,6.342466,36.269283
235321,0.837559,0.808987,8.645676,15.777110999999998
235325,1.365423,0.5863109999999999,12.848132,31.051255
235327,1.141386,0.5251520000000001,17.346076999999998,16.448439
235330,1.5889209999999998,0.812517,3.483863,23.306989
235331,1.042437,0.467257,3.89707,27.002952
235332,0.8574959999999999,0.314864,6.60515,26.555759
235333,1.510103,0.907051,4.963943,27.536769
235335,1.919021,3.453279,22.948506,30.716366
235336,1.02767,0.301675,6.2610980000000005,24.567549
235343,1.243286,0.221633,6.982189,23.72924
235345,1.056658,0.39026,10.919154,13.409872
235347,1.224523,0.683088,8.362938,22.905046
235349,1.628139,0.625494,10.614912,19.674566
235350,1.161331,1.067524,9.663896,21.382432
235351,1.008953,0.205604,10.459096,27.505522
235352,1.526161,0.374083,5.517722,23.845147
235354,0.942764,0.747168,14.342482999999998,13.549082
235355,2.074595,0.8608540000000001,14.039678,22.184141
235356,0.882459,0.594839,9.064603,18.388609
235357,1.257361,0.47967,11.784344,19.15032
235358,0.930851,1.127579,15.050609,16.773787
235359,1.651987,0.400923,8.843456,20.48207
235360,1.376168,0.679427,7.2920479999999985,17.08788
235361,3.066467,1.572133,15.6799,20.006973
235363,1.017772,0.73534,8.556192999999999,29.251534000000003
235365,2.857504,0.367799,7.9376289999999985,28.053534000000006
235366,1.294469,1.054768,3.778036,35.497443
235367,0.7846529999999999,0.458147,11.62674,18.505456
235369,1.397314,0.399941,7.509309,29.551166
235370,1.6402279999999998,1.179419,15.367636,39.80027000000001
235371,1.877684,0.4243810000000001,8.67962,22.719018
235373,1.144486,1.360155,25.606484,19.395378
235374,1.673816,0.61152,11.215894,26.597955
235375,1.304284,0.49565,11.488562,29.3446
235376,1.696371,0.420876,10.524566,25.44635
235377,2.054462,0.873886,11.266249,22.602068
235378,1.6654509999999998,0.214345,6.0395910000000015,13.400469
235379,0.991332,1.081702,12.047576,17.764342000000006
235380,1.588634,1.253072,8.698865,21.604976
235381,1.195796,0.833995,4.346997,15.909302
235383,1.845796,0.998742,13.029478999999998,29.905842
235384,0.494843,0.420651,6.4950410000000005,17.65173
235385,0.549186,0.813728,7.860879,16.014904
235388,1.15889,0.299794,5.371039,26.723686
235395,1.671944,1.393833,8.354074,21.504324
235396,1.568614,0.897774,7.53021,31.5756
235399,1.718663,0.76878,4.926617,10.772826
235400,0.7781239999999999,0.33648,13.762539000000002,28.820217
235402,0.338661,0.492705,5.9030239999999985,20.236234
235405,1.096743,0.369532,3.268039,21.540493
235407,0.725164,0.778742,13.439367,24.928243
235408,1.4977280000000002,0.640386,9.628869,31.575831
235410,0.32759,0.7948529999999999,7.5135770000000015,12.594239
235411,1.042175,0.221831,8.908092,27.886492
235412,1.205573,0.5653100000000001,10.770315,30.459618
235414,2.675639,1.035825,11.328722,28.533389
235416,0.739368,1.078243,11.842634,24.540206
235421,0.952778,0.440994,9.06053,21.666634
235422,0.768833,0.262971,8.094714,17.596439
235423,2.430041,0.8616790000000001,16.103359,21.285673000000006
235427,1.828686,0.6800609999999999,7.033188000000001,24.824834
235428,1.161154,0.49075,8.126956,25.648159
235429,0.822307,0.65613,11.120701,18.714967
235432,0.676966,0.540567,14.837079,12.064974
235433,1.58592,0.79791,2.074384,30.532627
235434,1.814165,0.566549,9.818414,18.511032
235438,0.980484,0.431463,10.442392,15.79447
235439,1.280679,0.27631500000000003,4.970208,34.198944
235440,1.0264030000000002,0.0,0.0,33.06505
235441,1.205295,0.48547,13.603860999999998,20.06711
235442,2.131932,0.762258,7.0128020000000015,25.659278
235443,0.963104,0.341562,6.289726,25.210636
235444,1.202182,0.416248,7.729485,21.040007
235446,0.700206,0.70728,6.010335,21.632757
235450,0.0,0.463163,5.9494120000000015,19.249313
235451,2.09092,1.283947,13.047727,30.218851
235452,0.910486,0.114706,3.682269,22.133073
235453,1.532362,0.0,5.21204,24.986432
235454,1.070706,0.370755,11.482053,43.159832
235456,0.8796120000000001,0.8432930000000001,6.208058,18.253585
235458,0.390703,0.289425,29.217427,26.582638
235459,0.26710100000000003,0.203686,9.528476,32.241398
235461,1.946133,0.801845,8.341633999999999,25.914142
235462,1.875343,0.483937,2.60021,22.443263
235463,0.966965,0.122796,10.891898,29.386587
235464,2.298174,1.2347549999999998,16.579511,23.909982
235467,0.87679,0.597771,9.263868,29.059363
235468,1.845231,0.6923520000000001,11.14973,34.593291
235471,1.588873,1.1291719999999998,19.293677,24.64954
235473,1.7009330000000005,0.189354,12.101896,28.791075
235475,3.250378,0.774014,3.209209,24.10288
235476,1.428492,0.909355,7.200589,26.088139
235477,2.1015770000000003,1.085142,9.699982,30.432062
235479,1.785132,0.806956,8.842433999999997,16.8693
235480,0.798521,0.441355,10.822044,27.216175
235481,1.139585,0.210725,10.606914,26.68905
235483,0.682044,0.277147,13.430196,23.359697
235484,1.670219,0.444958,7.094131,34.706768
235485,1.017788,2.382944,17.22818,20.951601
235486,2.734138,1.008276,9.656151,29.400153000000003
235487,1.571883,1.155889,12.924757,25.522744
235488,1.240143,0.932002,13.073959,26.117711
235489,0.98997,0.734498,8.657307000000001,33.182656
235490,1.525072,1.253904,19.997452,19.49995
235491,0.644454,0.300913,3.743304,24.69291
235492,1.033217,0.439217,3.935036,30.641895
235495,0.751939,0.4447,10.565702,12.836184
235498,1.433193,0.505783,5.583248,19.123620000000006
235499,1.186268,1.49681,15.243919,18.279827
235500,1.466904,0.269115,2.833262,13.643915
235502,1.721459,0.26873,5.488978,29.186596999999995
235503,1.839848,1.038717,10.211727,24.58206
235504,1.576674,1.168028,10.159566,18.999395
235506,2.275143,0.709087,9.723346,33.427614
235508,0.764848,0.150866,4.199375,27.636069
235509,1.716857,0.18109,5.3915419999999985,29.568709
235511,1.02186,0.573074,16.045076,18.685658
235514,2.044306,0.489348,5.824199,27.926954
235515,0.904919,0.441028,16.292939999999998,20.896219
235516,1.031123,0.554129,8.546781,30.013692
235517,0.628886,0.230754,6.855811,31.373727
235518,0.784772,0.269443,6.124338,25.077068
235519,0.624161,0.333827,11.603446,24.454701
235520,1.311539,0.680916,10.788594,19.0528
235521,2.190592,0.842879,11.656586,32.548156
235522,0.809766,0.665094,11.838239,27.02137
235526,0.519297,1.376206,11.560703,28.669692
235527,1.603252,0.50878,10.349696,26.438739
235528,1.146268,0.838522,9.761692,25.475461
235529,1.544317,0.566045,13.236436,19.723298
235530,0.494874,0.0,5.382067,21.262713
235536,1.027814,0.399745,15.362288,24.73026
235539,1.489878,0.296777,6.102081,20.7539
235541,1.478926,0.089525,3.114456,29.520115000000004
235542,0.667962,0.819542,3.977781,33.404854
235545,2.097061,0.808995,11.458889,32.54605
235547,1.18381,0.465271,3.569687,30.990003
235549,1.263417,1.089499,23.787152,7.8608699999999985
235550,0.8273860000000001,0.62968,6.212853,25.835676
235553,1.196074,0.9003110000000001,9.077662,16.712175
235554,1.728762,0.941699,13.932414,6.479576
235555,1.888985,0.682771,6.376924,26.927853
235556,2.306521,0.756887,8.145023,26.680958
235559,2.773095,1.611784,10.835133,39.647581
235561,1.297898,0.735509,13.139028,25.042769
235563,1.257858,0.710739,8.26603,30.0556
235565,0.828892,1.415141,26.692494,12.870245
235566,1.526859,0.54127,7.284687,24.410842
235574,1.18003,0.549539,4.167235,23.32151
235578,1.934664,0.546795,8.301482,22.959319
235580,1.6391790000000002,1.030194,12.709926,23.373639
235582,1.379423,0.31449,10.065363,25.972986
235583,0.516039,1.096233,30.518649,21.814395
235587,2.07669,0.700363,12.914046,25.952423
235589,1.4657,0.427665,8.751792,31.684368
235590,2.329687,0.189632,1.7564799999999998,25.214274
235592,0.326295,0.18686,2.837186,30.413658
235594,1.214661,0.506011,8.852431,16.162076000000006
235595,0.336084,0.228564,8.009878,17.599417000000006
235596,1.626128,0.691131,11.597459,18.579901
235598,1.120928,0.588162,6.623722,41.111758
235599,1.366573,0.5415840000000001,10.126541,25.835466
235600,1.408826,0.226279,10.856234,23.383259
235601,1.262464,2.641291,6.471333,16.152677
235602,1.456631,1.025125,9.919162,16.671336
235606,0.253277,0.06762699999999999,7.761077,24.518588
235607,0.541298,0.297392,2.997595,22.740644
235608,1.85656,0.6392220000000001,10.733371,17.423949
235609,0.749009,0.250477,9.942902,21.681987
235612,1.320813,0.405902,7.902628,15.958982999999998
235613,1.149413,0.6042270000000001,8.891749,25.870419
235618,1.795166,0.31163,8.935091,27.113933000000007
235619,3.041339,0.824759,9.824191,29.029466
235621,1.817217,0.809578,12.098105,31.75118
235622,0.724075,0.5435409999999999,6.870424000000001,25.213414
235625,1.7102529999999998,0.959449,5.082602,21.158726
235630,1.7412900000000002,0.514307,9.710432,24.936689
235632,1.312492,0.665461,6.241062,30.592135
235635,1.7096330000000002,1.11291,11.491772,31.754651000000006
235636,0.675454,0.747966,7.741724,12.194771
235638,1.550068,1.238571,5.354926,20.194724
235639,1.7932419999999998,0.444906,19.41596,15.414956
235640,1.9912,1.002037,3.208157,24.268134
235642,1.927842,0.91846,11.48161,27.313792
235643,1.433654,0.903909,11.134723,20.75402
235644,1.352225,0.39616,11.218373,18.514433
235646,0.952179,0.516841,12.236343,25.993257
235647,0.506314,0.204176,14.802212,28.361986
235648,1.040524,0.110406,2.371063,4.984113
235650,1.6848029999999998,0.505083,8.598314,30.590416
235651,1.19228,1.300391,9.560371,15.544911
235652,1.180854,0.953176,7.329795,21.882811
235653,1.0135120000000002,0.835759,6.304563,25.621987
235654,1.895843,0.8463370000000001,12.635501,27.370506
235655,1.714969,0.350719,10.050063,17.262439999999998
235657,1.196472,0.709388,6.96622,25.687703
235658,1.109146,0.805442,11.301384,27.479792
235659,1.56699,1.016501,9.304101,28.737341
235661,0.966879,0.595354,9.109994,30.149941
235663,1.677089,1.022108,12.028143,32.493502
235664,1.53912,1.376181,5.616543,23.870018
235665,1.54151,1.061186,14.529952,26.631476
235666,0.542802,0.250644,3.064839,20.413031
235668,1.96191,0.663374,7.2302300000000015,27.586833
235700,2.326955,1.59868,14.532291,33.054229
235701,1.335107,0.917558,7.750261999999998,20.348824
235702,2.662476,0.467976,8.256138,27.89899
235704,2.053736,0.177374,2.964784,19.494619
235706,0.75508,0.373214,11.110339,24.350111
235707,1.318155,0.967136,10.269505,24.039113
235709,0.4786,0.248645,6.986017,29.881365
235710,1.52995,0.381996,8.803691,27.25101
235714,2.489637,0.14313900000000002,6.931197,24.866336
235715,1.06113,0.8753790000000001,8.238516,16.112673
235716,1.174903,0.552178,7.217795,24.745697
235718,3.130774,0.754831,10.348302,37.914438
235719,1.697023,0.680887,11.636387,37.375124
235720,0.966483,0.141001,6.030233,26.726225
235721,3.356235,0.5022479999999999,10.632614,25.991644
235722,3.669482,1.1802709999999998,5.682418,32.839556
235726,1.6350559999999998,0.267362,9.670365,25.44171
245012,0.805666,0.231913,11.408707,24.17188
245018,0.968983,0.14055399999999998,4.926118,23.351485
245028,2.816439,1.350861,8.070022999999999,29.991755
245039,1.669716,1.018865,22.449258,20.407122
245055,0.698773,0.268829,7.036869,25.097039
245071,0.628659,0.07101,9.180526,16.120232
245102,0.945961,0.462605,21.363464,18.936558
245105,2.7710790000000003,1.178198,12.92023,20.490234
245114,0.636633,0.590829,16.796085,23.506025
245148,1.463549,1.177545,6.663524000000002,12.508267
245153,1.347068,0.900008,13.158838,29.562134000000004
245164,1.477363,1.807906,7.963027999999999,22.282908
245182,1.083622,0.800389,8.251560000000001,26.377305
245183,1.863133,0.969902,10.215223,28.195423
245184,1.297018,1.121735,5.9028839999999985,32.164409
245186,1.348043,1.216656,10.24883,24.015392
245187,0.679229,0.192275,7.645834,21.661125
245189,0.906437,0.495375,8.9193,21.773827
245200,0.7647470000000001,0.0,13.079995,18.346005
245203,1.715993,1.116128,10.964484,29.376112
245205,0.50452,0.0,9.474306,28.808135
245210,1.832583,0.235702,11.559199,15.309821
245212,1.346922,0.327106,6.113726,20.331764
245218,0.132572,0.8616469999999999,4.8402910000000015,18.410605
245222,1.82004,0.8580690000000001,14.447462,27.072837
245223,1.322534,1.466943,18.132653,17.150011
245225,1.892374,1.73964,12.321476,19.603505
245227,2.797909,0.563074,7.5490059999999986,24.597703
245228,0.875914,1.115686,13.133701,18.196255
245229,1.199881,0.498489,10.365721,37.146032
245233,1.602232,1.401024,21.086006,22.24748
245234,0.614983,0.386966,16.844417,19.123967
245235,1.478571,0.518985,9.427232,34.25679
245236,1.670018,0.345193,11.68378,14.778946
245240,2.034314,2.276909,21.056486,27.047472
245250,0.453054,0.32107800000000003,12.528424,13.310226
245255,2.011662,0.220691,19.221632,24.299814
245257,2.424701,2.814864,23.698767,25.791292
245262,1.347637,0.496665,22.560326,31.803442
245264,0.7706649999999999,1.033042,11.151152,18.089436
245267,2.932719,1.297492,17.177017000000006,24.903866
245269,0.8739950000000001,0.639877,5.1492830000000005,11.605702
245271,1.454695,0.362168,10.8704,27.51187
245272,1.334623,0.462105,16.19098,23.909952
245276,1.431543,0.629363,3.64552,17.415894
245279,0.637029,0.205849,16.554458,28.056038
245283,1.0909209999999998,1.434955,17.45618,17.718657999999994
245295,1.653777,0.466247,7.132654,18.083788
245298,1.451645,1.413141,16.388771,19.052949
245299,1.815856,2.297194,12.830267,25.519256
245300,0.580775,0.528238,12.400574,29.648391
245310,0.973375,0.143226,6.8148149999999985,23.971015
245312,1.739425,0.388169,9.171334,29.615273
245317,0.50703,0.253014,12.690741,17.90041
245324,0.759285,0.775038,11.519259,25.067096
245325,0.0,0.152727,6.130268,23.321877
245328,0.5093489999999999,0.379294,8.654905,19.026998000000006
245330,1.057863,0.368562,10.413133,26.431735
245339,1.6867150000000002,1.442229,16.425354000000002,36.546088
245340,1.427308,0.224091,2.878382,23.467615
245343,0.752732,0.172939,7.772634,23.103806
245344,1.058455,1.192886,15.880868,13.283262
245347,0.67057,0.235211,5.238137,16.274235
245349,1.714557,0.384384,8.183753999999999,20.757833
245350,1.753143,0.11643699999999997,10.101039,22.959663
245352,3.1921060000000003,0.49185,3.654226,10.082309
245359,1.198709,0.122228,9.365966,9.228978
245360,0.36582,0.777696,24.190716,16.232355
245362,3.347107,0.367452,12.228999,20.959992
245364,1.420979,0.994002,0.0,26.045924
245365,0.952298,0.252741,15.03975,33.213634000000006
245366,1.854179,1.0915780000000002,20.257032,18.762842000000006
245369,0.807875,1.362621,12.028434,27.831598
245372,0.476833,0.688948,5.376176,15.577623
245394,3.120462,0.8077840000000001,10.462752,19.808105
245397,1.851653,1.47266,15.439759,21.889564
245399,1.231735,1.618287,21.616206,17.697032
245405,1.3666,1.4904389999999998,13.377510999999998,17.632727
245409,2.2081060000000003,0.721008,12.351005,19.716253
245410,1.679432,1.455483,10.146493,14.986135999999998
245411,1.758568,0.8133859999999999,10.920878,26.468669
245414,2.361782,0.767113,13.048341,21.132428
245417,1.873173,0.298838,9.206063,26.130543
245420,1.728436,1.872759,2.60914,15.479395000000002
245423,1.212036,0.392004,9.45236,21.380725
245424,0.901215,0.245264,9.460063,20.829676
245425,0.375323,1.004335,12.104472,18.832573
245426,1.860866,1.058359,29.557928000000004,21.542279
245427,0.833176,0.8574790000000001,14.718451000000002,19.160331
245431,0.0,0.129654,13.14226,19.853817000000006
245432,0.802431,0.31722,15.662642000000002,28.070403
245434,2.362051,1.80014,20.72234,18.9702
245438,1.301525,0.328181,10.758472,17.316305
245439,0.118093,0.0,11.507551,20.104937
245441,0.745983,0.6424890000000001,13.235831,11.377725
245442,1.952779,1.254572,16.577299,18.569055
245446,1.629026,0.374703,11.357233,25.736747
245447,1.564311,0.267012,11.179893,21.236474
245448,0.215783,0.0,8.83854,19.282041
245450,0.0,0.236085,12.209335,22.451225
245452,0.8931540000000001,0.135508,8.485265,24.522398000000006
245453,1.092226,0.5081359999999999,9.896061,23.278724
245460,1.087884,0.0,7.29365,24.634368
245461,1.281609,0.373727,10.03719,22.392669
245462,1.262681,0.6913699999999999,8.101289,29.082368
245463,1.676897,0.604715,13.878961,19.981561
245474,0.941308,0.378871,7.947319999999999,18.709578
245483,1.99481,0.5804279999999999,7.536227,21.693845
245484,1.032123,2.010607,5.47535,20.154196
245486,1.246277,1.481179,5.335778,28.808603
245489,1.262314,0.559316,18.293875,12.387721
245490,1.027252,1.596149,6.087954,14.544648
245492,1.626036,0.764393,13.148381,19.547109
245493,2.428991,0.28009,10.846714,29.490606
245495,1.929286,2.011158,29.942362,25.599524
245500,1.621287,1.139196,11.259676,18.024393
245501,0.6683600000000001,1.138834,22.147807,18.630572
245507,2.033974,0.767979,15.516622,27.664626
245514,3.4724660000000003,3.797651,13.036768,23.196428
245516,1.348661,0.7942140000000001,19.596057,23.599274
245517,1.034564,2.538733,20.054785,29.477726
245518,1.150021,0.442236,2.441851,22.088899
245520,2.662258,0.251673,8.641311,28.505503000000004
245530,2.042802,0.7151529999999999,8.936835,26.917097
245535,2.597421,0.743207,1.841776,25.899459
245544,1.654359,1.842782,10.431733,15.175745999999998
245556,0.857574,0.14481,9.429412,19.13207
245558,0.17026,0.335851,0.0,8.25532
245563,1.085787,1.346239,11.602979,12.072651
245574,2.285206,0.5313,10.168158,25.475497
245587,0.744553,0.204833,3.269411,11.836993
245590,1.1782709999999998,0.196262,9.639985,23.29228
245591,1.420024,0.891387,18.074247,21.464496
245596,1.375946,2.227505,17.686191,6.8823360000000005
245599,1.301397,1.715232,14.903642,4.948762
245610,1.009962,0.638884,9.653071,28.619735
245613,1.385114,0.4400270000000001,13.488046,18.567709
245615,0.264164,0.201068,12.075008,27.299295
245617,0.854356,0.654749,13.035695,10.190116
245619,1.184143,0.419889,6.970089,26.556271
245621,1.147207,0.0,4.461773,17.17823
245629,1.354831,0.736796,11.231871,24.75009
245635,0.956225,0.47233,17.529804000000002,20.237267000000006
245637,2.741699,0.138819,10.288919,22.712148000000006
255072,2.863143,1.937868,15.730692,36.613893
255091,1.732216,1.108619,14.317151,29.441261
255092,1.501668,1.012237,16.231858,23.876118
255093,1.594413,0.987037,15.180666,30.944552
255095,1.300984,1.412859,9.914836,27.246684
255097,2.496479,1.604372,12.889664,32.736973
255101,2.138274,1.7857150000000002,12.624017,22.828328
255102,1.403489,1.002957,11.222747,20.317735
255103,2.4481580000000003,0.888094,5.3311769999999985,24.442472
255104,1.093477,0.692389,9.8582,21.450976
255105,1.530076,1.3484200000000002,13.715359,24.70751
255106,1.856807,0.8280290000000001,11.758553,31.975441
255108,2.36305,3.293566,24.510702,30.218394
255109,1.730916,0.936334,6.670447,28.878778000000004
255110,1.893891,1.5390629999999998,15.715851999999998,26.728643
255111,1.185994,1.486524,20.928583,30.152221
255112,2.196836,0.455471,8.879222,20.749278
255113,2.693863,1.218479,7.375941,28.980771
255114,1.901238,2.058526,17.972067000000006,22.483924
255115,3.829154,0.58777,5.273113,31.234577
255116,2.336312,0.443108,10.800731,23.651987
255117,0.946444,0.662215,7.781109,24.835657
255118,0.8638020000000001,1.155909,7.991973,22.97881
255119,1.820341,1.436301,27.16685,22.094551
255125,2.756672,0.8790610000000001,12.041106,33.76637
255126,1.770574,1.210165,18.097088,25.347835
255127,1.269818,1.18321,15.395403,26.420985
255130,2.424285,2.546444,7.169088,19.41419
255136,1.304137,1.661657,15.812997,24.3684
255137,1.179637,0.629654,7.796931,22.223381
255138,1.88061,0.49223,7.437106,30.562527000000006
255139,2.729609,1.540389,11.556631,22.1602
255140,1.522158,1.184652,20.237222,31.460981
255141,1.471643,0.81193,13.50152,33.90629000000001
255142,1.971025,1.24777,16.666708,24.935926
255145,2.444278,1.381737,8.290183,26.817197
255146,2.110084,1.32656,8.876045,17.007676
255148,2.06086,0.593182,10.351816,22.549371
255149,2.159793,1.573094,17.916408999999994,34.165040000000005
255150,1.456485,2.478028,16.414522,34.150583000000005
255153,1.041028,0.869282,21.526023,20.86756
255154,1.524519,0.588863,10.520353,24.714072
255156,2.059863,1.731796,12.874262,22.098056
255158,1.994182,1.57586,11.034451,28.329327000000006
255159,1.95409,0.766775,12.062704,25.056913
255160,0.975343,0.61682,7.067365,17.672767999999994
255161,1.133688,1.094968,11.342045,13.783765
255162,2.601401,1.315155,11.23604,20.318595
255163,2.299088,1.213767,11.456894,35.729819
255166,1.401559,2.911609,32.180656,21.538114
255169,1.354414,0.958132,11.697998,30.555646000000007
255171,2.48635,3.053545,25.160709,23.819129
255172,1.452377,1.52771,7.524853,27.208311
255173,1.823705,0.447826,8.776044,30.744633
255174,1.764288,0.847715,13.369405,28.009465
255175,0.98101,1.891672,14.5743,17.489337
255179,1.760771,1.6744279999999998,28.104164,29.978052
255182,2.11433,1.254257,17.962843,24.267634
255185,0.929597,0.496074,0.0,23.417817000000007
255191,1.3151540000000002,1.7389169999999998,20.432802,19.735721
255192,2.3111330000000003,1.277593,6.663575999999999,21.832489
255206,3.2440830000000003,2.495073,17.997526999999995,29.726978000000006
255207,1.15814,1.127167,14.808420000000002,16.724814000000002
255212,2.47037,1.006253,14.599671,32.08973
255214,2.370069,2.255557,11.118639,32.191054
255215,2.152025,1.770471,14.000394,28.927363
255216,1.644325,0.596093,6.817824000000001,18.692829
255217,3.2528240000000004,1.7545419999999998,13.959762,7.5727600000000015
255218,1.573123,0.8391860000000001,12.000948,21.401822
255219,2.600028,1.059992,3.190264,21.013302
255221,0.952814,1.673259,20.391065,23.052483
255222,1.21085,0.910226,11.016011,14.710331
255226,1.409502,0.643135,22.033628,25.032421
255227,1.438742,0.8759290000000001,13.788209,29.474061
255228,1.423111,1.18033,15.096484,22.121618
255229,2.072563,1.328614,12.800875,33.059118
255232,2.208153,1.332163,16.061657,26.298598
255233,2.694468,0.744038,21.519805,20.460229
255234,2.741614,1.104248,25.107585,29.394615
255243,2.023793,1.8000349999999998,20.204061,27.628772
255244,2.61044,1.055536,20.463266,33.147006
255247,1.647305,1.697075,4.4926309999999985,22.695199
255249,2.717491,0.442526,5.293647,25.888764
255250,1.548104,0.60549,3.56541,22.130639
255252,2.805957,1.426935,12.302193,35.470575
255253,2.318877,0.6286619999999999,3.164809,23.939544
255257,2.890076,1.84748,15.742645,30.483582
255260,2.109874,1.71636,16.104375,27.020343
255261,1.320657,1.389186,16.243312,26.8212
255262,1.746528,1.74981,24.91971,28.031425
255264,0.8785649999999999,1.2316120000000002,14.85979,15.917651
255265,1.730471,0.987036,22.162977,23.802341
255266,2.614182,1.069116,7.023828,30.413255
255267,2.402641,2.415381,18.58635,25.722494
255268,1.744459,1.839755,17.874028,27.196109000000003
255269,2.139795,1.010045,8.134439,29.911694
