Federal Provider Number,Number of hospitalizations per 1000 long-stay resident days,Number of outpatient emergency department visits per 1000 long-stay resident days,Percentage of short-stay residents who had an outpatient emergency department visit,Percentage of short-stay residents who were rehospitalized after a nursing home admission
105703,1.38413,1.034989,10.819531,24.334703
105705,1.369824,0.476821,6.884702000000001,23.222966
105706,2.274801,0.284306,2.900744,28.317263
105707,0.662724,0.517898,7.9476,21.826616
105708,1.7442380000000002,0.338077,9.320181,25.46531
105709,2.363731,0.430518,6.254085,24.314532
105710,1.481044,0.492683,8.550048,21.839401
105711,1.885815,0.168888,8.438212,19.704128
105713,3.213341,0.854625,4.3547720000000005,24.636589
105714,2.112066,0.372799,15.37116,31.474679
105715,1.242344,0.107227,11.397345,23.075006
105717,2.073205,1.09969,13.328169,31.441482
105718,2.29743,0.510328,8.069678999999999,24.822543
105719,2.65842,0.400119,4.532555,26.549395
105720,0.8554700000000001,0.07263,0.895436,27.274191
105721,1.894116,0.412146,8.226521,20.46622
105723,1.605752,0.317121,7.902386999999999,25.565866
105724,1.86264,0.602919,5.831698,29.34805
105725,0.733051,0.175175,7.223433999999999,31.935077000000003
105727,0.8903629999999999,1.007964,2.467098,19.878091
105728,3.420513,0.738351,8.007178999999999,31.942968
105729,1.509748,0.5485800000000001,12.938853,28.179288
105730,1.600545,0.150376,8.295421000000001,21.173036
105731,2.6913,0.458643,8.759961,24.846508
105732,1.173579,0.254888,9.770894,33.620945
105733,1.921368,0.4864310000000001,7.434824000000001,26.030452
105734,2.4131080000000003,0.701484,3.414701,34.068014
105735,1.537614,0.748049,7.823459,23.826527
105736,2.492217,0.304974,8.239367999999999,27.334165
105737,0.678138,0.577372,14.543948,23.25712
105738,2.063786,0.5621229999999999,9.051971,33.369553
105743,2.084129,0.817721,12.564064,29.947357
105744,2.148032,0.722621,5.887995,32.703676
105745,2.1508700000000003,0.872186,12.186318,23.444291
105747,2.029209,0.381908,10.744871,24.572237
105749,2.172549,0.5511010000000001,6.976089999999999,25.674113
105751,1.102967,0.474846,16.734170000000002,31.248547
105754,2.657686,0.229756,6.24217,22.795414
105755,1.660882,0.985502,18.077436,43.051126
105756,1.7967970000000002,0.7505029999999999,19.952353,27.333732
105757,2.138306,0.228978,7.509394,28.30191
105761,1.088781,0.752599,13.554823999999998,29.384486
105762,2.739845,0.698816,8.997436,25.047398
105764,1.491526,0.457912,8.485975,22.758711
105765,1.718635,0.256359,2.002434,23.995673
105769,1.755927,0.638596,12.95782,25.428307
105770,1.447234,0.227414,4.7157,23.680171
105774,1.5388389999999998,0.1524,2.314041,19.648252
105776,1.188749,0.7743439999999999,17.281433,30.139449
105777,1.497376,0.262106,10.979949,16.268188000000002
105779,0.926558,0.376307,11.154998,24.867817
105780,1.805259,0.506768,14.035327,27.023291
105782,2.245639,0.504076,5.270622,27.873273
105783,2.460211,0.795297,6.727478,29.287014000000006
105784,2.87485,1.129097,14.912588,29.896581
105785,1.127659,0.202973,0.0,15.674804
105786,2.473346,0.207094,11.106966,31.38999
105790,1.318956,0.215337,8.525249,25.508623
105791,2.231615,0.353765,8.698967999999999,26.665748
105792,1.768622,0.194869,9.887488,25.736661
105793,0.855561,0.462896,9.081298,22.536675
105795,1.446092,0.392399,5.565492,38.231741
105796,0.802669,0.136376,10.1203,20.111748
105797,3.030051,0.569779,6.026315,24.499412
105801,1.19909,0.247056,6.397828,27.487311
105802,1.996269,0.266437,5.848872,34.10862
105803,2.444543,0.15548499999999998,2.2509240000000004,20.223687
105804,2.240288,0.35937800000000003,10.247755,25.287649
105805,2.31237,1.5639610000000002,15.126152,18.984689000000003
105807,2.771931,1.754018,19.007578,20.685642
105808,2.398056,1.026192,12.254534,14.269343
105809,1.684187,1.385194,28.605089000000003,13.206345
105810,3.346745,0.379989,9.626245,19.245482
105812,1.346902,0.658243,11.152394,16.274345999999998
105813,2.018239,0.404573,13.997275,24.523454
105816,2.058373,0.59438,9.917537,23.917132
105817,1.550541,0.0,3.714462,19.340142
105819,1.6944009999999998,0.486312,7.290982,32.464482000000004
105820,1.743065,0.442722,8.913839,24.560101
105821,3.37143,0.417612,12.124915,14.288961
105822,0.819522,0.451492,6.150942,12.944565
105823,2.046761,0.528692,3.611737,25.738121
105825,1.811749,1.272892,10.285144,34.535233000000005
105826,2.386576,0.8299540000000001,6.1236169999999985,33.368952
105827,1.236267,0.182761,5.332632,28.194782
105828,1.022689,0.950226,8.313996000000001,35.201993
105831,1.215555,0.724299,14.086963,27.540462
105834,2.239198,0.912794,10.041001,24.190634
105835,0.8368549999999999,0.184586,1.889226,24.024009
105837,1.557847,0.5033449999999999,10.210731,34.345738
105839,3.159136,0.445122,3.991483,28.311969
105840,1.504617,0.182415,0.0,11.705763
105842,2.432778,0.595723,10.02957,26.063888
105843,2.279552,0.096995,1.254731,28.843965
105846,1.289651,1.3235,10.847312,30.161796
105849,0.438723,0.062874,5.357264,29.88587
105851,2.428563,0.615996,3.911880000000001,39.849933
105852,1.215698,0.63741,10.943971,33.470117
105854,1.623215,0.660547,5.569589,39.294653
105855,3.036506,0.782764,20.571056,19.232894
105858,1.305059,0.4275390000000001,11.896758,24.863499
105859,1.07659,0.278852,6.153033,21.478592000000006
105860,1.516014,1.231998,15.327282,23.592795
105861,1.334411,0.4818850000000001,13.613356,28.889151
105862,1.41965,0.668956,18.878582,24.33154
105864,1.307897,0.202789,9.106562,23.802724
105866,1.10969,0.460555,10.131234,27.727062
105868,1.84838,0.300823,0.7131609999999999,24.681289000000003
105870,1.366715,1.00188,14.346026,21.424732
105872,1.7967540000000002,0.50022,2.3888990000000003,24.349534
105878,2.114491,0.417299,7.0682399999999985,11.200966
105881,1.656448,0.5743590000000001,6.919103,36.582534
105882,2.232701,0.610816,11.413861,24.671109
105884,1.933146,0.714539,4.217062,20.520913
105885,0.5381779999999999,0.667126,12.160263,23.960207
105886,1.014853,0.130905,9.191664,28.199127
105888,1.813071,0.759022,7.781891000000001,34.626507000000004
105891,1.385585,0.165383,1.739797,16.972564000000002
105892,1.621592,1.33155,15.64424,28.471604
105895,2.638929,1.052289,11.088095,31.372096000000006
105901,1.120933,0.489149,12.166917,27.656269
105903,2.767464,0.239778,5.990785,25.470948
105904,1.677774,0.537801,8.460365,34.206364
105910,2.100937,0.490236,12.5355,30.853591
105915,1.676984,0.379558,5.56559,23.786451
105917,1.086306,0.976714,4.0565760000000015,22.029916
105919,0.79748,0.533207,11.168748,20.835717
105921,2.1707490000000003,0.443066,9.539163,29.770064
105924,1.212159,1.248502,16.986276,15.772631
105926,1.205438,0.404881,12.549085,33.949751
105927,1.402472,0.243066,9.59925,28.052385
105928,0.981978,0.40669,5.154268,27.742728000000003
105930,1.494338,0.31666500000000003,6.392125,27.74613
105935,2.625727,1.817917,19.380067,42.169842
105937,1.2348709999999998,0.182631,6.544367,19.297743
105939,1.874987,0.217481,2.054867,25.62677
105949,1.850127,0.073213,10.062205,20.991361
105951,1.058127,0.704558,7.361300999999999,28.207527
105952,0.837084,0.669133,13.551769,19.415561
105959,3.0008220000000003,0.521081,7.58775,29.888326
105960,1.708293,0.364797,9.107916,35.15688
105962,1.2232459999999998,0.3119,11.917363,30.878290000000003
105963,1.028831,0.680752,8.749176,21.429611
105965,2.200069,1.000579,13.697112,30.188811
105966,0.858605,0.285283,9.729003,26.500309
105967,3.375263,0.298581,3.940832,34.047995
105968,1.898032,0.152841,2.8581540000000003,24.366129
105970,1.543125,0.346508,9.565968,20.566872
105972,1.898085,0.680995,7.146197,26.61632
105974,2.16223,0.5166729999999999,8.703183000000001,35.470702
105975,0.397203,0.745822,9.831537,28.474338
105978,1.455233,0.412249,7.64809,30.767301
105979,1.572577,0.402006,6.316369,37.364958
105980,1.858503,0.490938,10.466357,26.979117
105982,1.508416,0.4202010000000001,12.911742,28.697317
105983,1.768877,0.93222,3.186685,29.017061
105985,1.069451,0.6097229999999999,8.835611,25.347172
105986,1.216566,0.594542,18.003435999999994,32.487243
105987,2.0346040000000003,0.4377140000000001,7.597026,22.012331
105996,0.505217,0.204885,5.486358,19.952024
105998,1.963189,0.64478,9.332529,19.468567
105999,1.37873,0.313138,9.511376,28.021751
106000,2.361162,0.497958,23.869395,36.861321
106002,2.130633,0.431251,10.419435,28.776977
106003,2.624058,0.495738,8.090346,27.051137
106005,1.571012,0.321571,7.045725999999998,32.914840000000005
106007,1.817439,0.146579,4.29937,24.076919
106008,1.48763,0.928326,7.505441999999999,19.631724
106009,2.096641,0.201362,3.570797,20.909211
106011,3.131412,0.436024,3.929272,31.104712
106012,1.801607,0.5694739999999999,7.3105410000000015,31.434801
106013,1.6171950000000002,0.730513,10.948991,33.157011
106015,1.015236,0.452828,10.570201,32.010698
106017,1.604595,0.468619,9.196693,32.460276
106018,3.4800730000000004,1.416526,6.911513,29.566837
106019,0.263924,0.07968,7.659459,15.204935
106020,1.663299,0.31822,12.047804,26.495782
106021,2.016254,0.20690300000000006,6.7497880000000015,22.204247
106022,2.279761,1.079795,5.557326,26.295483
106024,1.825429,0.39553,8.940037,21.972076
106025,1.182608,1.174766,13.61957,22.579117
106027,3.086237,0.419735,6.038465,23.078057
106028,1.962528,0.663034,7.661291999999999,24.401119
106029,2.5381720000000003,0.8444149999999999,5.813604,34.17137
106030,0.479976,0.318437,8.693181,16.092427
106031,1.905454,0.250103,2.77553,23.525593
106032,2.137486,0.781384,5.407117,25.907681
106034,2.665338,0.167712,1.9816,21.276301
106035,1.133286,0.828039,6.7391570000000005,28.600686
106036,1.625618,0.950606,12.082268,20.226758
106041,1.686829,0.335024,1.577774,25.415944
106042,2.24497,0.288796,3.28065,34.012797
106043,1.600683,0.236443,7.7185,22.274779
106045,2.349065,1.171171,13.180891,30.618359
106046,2.113007,0.598866,2.933564,28.352502
106047,2.382278,0.943513,12.282416,34.152107
106048,1.295843,0.416414,7.318623,21.596152
106049,1.578278,0.15743900000000002,6.236527,29.854923
106050,4.015982,0.183213,11.850821,31.184911
106051,1.406002,0.62964,5.065888,20.277688
106052,1.011788,0.393967,11.807905,22.671017000000006
106053,0.879375,0.274498,4.345615,22.654574
106056,3.849844,0.852467,19.823229,21.991824
106057,1.624214,0.29775300000000005,9.136846,31.993812
106058,2.172069,0.498973,3.3941730000000003,26.366804
106060,1.26005,0.757249,8.457767,17.9207
106061,2.394127,0.547238,14.974173,20.137799
106062,1.473222,0.380679,7.831055,27.667285
106063,0.681125,0.28118200000000004,2.20835,18.085533
106064,1.857151,1.236266,13.23264,20.190285
106065,1.730781,0.367506,8.297880000000001,22.517334
106066,0.394759,0.265901,4.068094,21.271144
106068,0.7751819999999999,0.275208,2.005818,28.986621000000003
106069,1.905233,0.524208,5.726028,22.229581
106070,0.6759569999999999,1.296635,10.249131,21.569209
106072,1.261433,0.412767,11.269549,18.678916
106073,1.166797,0.953369,6.843689,27.008161
106074,1.708009,0.214233,5.991126,28.285526
106075,1.865155,0.961526,10.926309,30.199984000000004
106076,1.479782,0.196724,12.49031,23.624626
106077,0.935396,0.11188800000000003,3.099118,6.751463
106079,1.044904,0.769803,14.788804999999998,34.550168
106081,1.4161700000000002,0.935942,5.644805,18.974138
106084,1.866243,0.342013,7.352194,34.541353
106085,1.034367,0.424188,4.108319,20.507146
106086,1.436778,0.441441,10.803276,22.845679
106089,1.379134,0.953427,16.895959,22.814881
106090,0.724158,0.0,11.206861,21.09814
106092,1.509001,1.421401,19.934426,20.15743
106093,1.153859,0.449704,7.990191999999999,29.886396
106094,2.469133,0.393212,4.808179,30.424019
106096,2.071314,0.345841,0.0,27.481554
106098,2.178021,1.136798,17.648536,24.979958
106100,1.9827740000000005,0.132907,6.415818,22.998648
106102,1.733423,0.433321,7.538880000000002,21.26676
106103,1.901309,0.563816,11.308874,18.333544
106104,1.343936,0.490814,19.649828,29.695071
106106,2.124031,0.455449,8.112017,33.44841
106111,0.213066,0.407525,8.042577,34.015096
106112,2.18724,0.62184,3.821538,21.896227
106114,0.332018,0.0705,5.706752,25.722749
106115,1.481722,1.203691,9.70393,30.846093
106116,2.541476,0.5715060000000001,1.012607,23.820492
106119,1.193076,0.219502,9.574431,23.233235
106120,2.010845,0.5160020000000001,12.555856,28.970318
106121,1.273292,0.105282,5.34582,26.472974
106123,0.832542,0.7298520000000001,18.079423,23.536277
106124,1.983324,1.647628,9.585854,24.589325
106126,1.390574,1.3095629999999998,12.944785,29.495796
106127,0.502492,0.188639,6.8290190000000015,25.587012
106128,0.67294,0.0,0.0,28.237111
106130,1.265926,0.263329,4.4177339999999985,22.810391
106131,1.967195,0.183099,7.646944,21.111204
106132,2.29124,0.267253,1.088041,27.934835
106133,1.272508,0.102802,3.950441000000001,16.021518
106134,0.693627,0.883626,7.9177940000000016,28.364426
106135,1.340612,1.095126,10.579089,24.541306
106139,1.174859,0.418354,9.3875,26.990531
106142,1.114517,0.369705,12.082108,22.063801
106144,0.823475,0.961139,7.950172999999999,25.074553
115002,0.914331,0.613274,7.462611,15.786498000000002
115004,1.146962,1.496882,15.075203,25.97864
115005,1.698837,1.5194219999999998,21.618744,27.708327
115020,1.148925,0.316696,7.558339,13.383643
115022,1.316725,0.326339,8.239789,22.88921
115025,1.501787,1.050897,10.955205,28.830289
115040,1.089577,0.680126,9.998119,16.387414
115044,0.970534,0.32912,20.761154,30.255656
115045,1.188797,0.758079,12.890493,20.459918
115090,1.869162,0.579843,11.199279,21.666554
115099,1.1704139999999998,0.842565,5.067995,20.715309
115104,1.836097,0.901813,8.963415,26.31505
115106,1.556147,0.862584,4.342531,8.440149
115110,1.622607,0.622448,8.749432,34.886385
115115,0.7917109999999999,1.109656,8.069065,19.796911
115120,1.396307,1.111997,8.164576,18.156155
115124,1.541751,0.413379,2.128617,14.545325
115129,2.649494,0.656159,7.830742,25.500682
115138,2.073732,1.329924,10.654098,32.785428
115144,0.28499,0.409621,11.976847,17.415881
115145,2.116184,1.010225,14.741143,26.965259000000003
115146,1.190693,0.994026,23.068542,20.220318
115147,1.305006,0.444922,6.109326,29.649307
115150,2.682283,1.54874,18.762375,25.35066
115206,2.293234,1.27554,12.955719,29.804231
115246,1.725646,1.224184,16.110942,24.687261
115258,3.068541,0.923704,9.836315,20.084447
115262,2.835988,0.82886,5.0990730000000015,18.922343
115265,1.98169,1.871404,15.545832,15.656641
115266,1.548801,1.125805,19.113948,32.474858000000005
115270,2.279059,1.0140280000000002,12.846177,21.91565
115273,1.433103,0.633696,9.182579,22.767596
115275,2.09174,0.289006,9.488273,21.445009
115276,0.980331,0.437886,15.091608,23.770979
115277,1.405879,0.772728,9.615947,21.564077
115279,2.225248,0.443619,6.113505,13.695532
115280,0.989383,1.26196,9.599794,11.518182
115283,0.8002779999999999,0.079295,11.447192,28.640614000000006
115287,1.652324,0.984651,11.190899,16.512235999999998
115288,1.440198,1.530524,8.020522,22.959963
115289,1.534101,0.620768,12.91563,31.53263
115290,2.623751,0.916313,6.881879,16.550289000000006
115293,2.345899,1.24208,22.590679,19.080254
115295,0.832369,0.10453,11.403201,20.165612
115296,1.166575,0.265544,7.112224,23.715588
115298,1.18517,0.364807,13.220239,12.151177
115308,1.602295,1.381088,16.808744,23.885698
115313,1.335881,0.211321,4.121183,27.148847
115314,1.460335,0.34878200000000004,6.713176,22.266346
115319,1.38913,0.356312,15.058024,35.508239
115321,2.845576,2.079519,14.988101,25.234256
115324,1.5390620000000002,0.448966,2.118075,20.504344
115327,1.966004,0.603043,9.303577,29.541067
115329,1.551253,1.562296,10.42434,18.452616
115330,1.80496,0.684817,7.445618,13.314617000000002
115334,1.4222549999999998,1.1059450000000002,12.662842,23.812778
115336,1.242069,0.506315,13.97491,23.234738
115338,0.875856,0.885292,12.693917,15.136347
115339,1.191233,1.6094389999999998,13.91905,22.808183
115340,1.530923,1.633097,20.295141,27.555744
115341,2.345782,1.197847,8.801813000000003,21.796956
115343,3.179767,1.083653,7.990744,19.782497
115345,0.92836,0.393452,14.154379999999998,28.683304
115346,1.952142,0.0,10.420463,18.32437
115347,1.213133,0.403094,6.622292999999999,14.354973
115348,2.348145,0.958273,15.066652,33.605556
115350,0.77195,0.219674,12.33082,17.489380999999998
115351,1.032984,0.930754,10.577631,15.27909
115353,1.307185,0.463316,6.052013,18.296979
115354,1.4421959999999998,1.0995549999999998,21.775007,34.360467
115356,1.285996,0.586961,10.181151,16.125014
115360,1.25236,0.5323939999999999,11.823051,32.082627
115362,1.601646,0.507475,7.9296570000000015,22.971052
115363,1.847373,1.275398,16.019594,33.466359000000004
115365,2.427967,1.012885,8.184706,19.044763
115368,1.558972,0.537579,7.320874000000001,14.781687
115373,2.31371,0.85925,9.419446,28.884433
115374,1.18972,0.487448,7.280624,8.014567
115375,1.6940369999999998,0.6978260000000001,4.423835,16.206882999999998
115376,2.07841,1.345888,11.397414,30.829211
115377,0.943766,0.49289,4.926255,25.909495
115393,0.922071,0.532791,10.353806,22.93672
115394,0.544289,0.365408,12.76005,23.261646
115395,1.972162,0.6158899999999999,15.214669,24.405231
115396,2.712797,1.294083,22.0401,22.092874
115397,1.484893,2.0090630000000003,11.661193,16.757619000000002
115403,1.4695,0.8215459999999999,7.349886,21.548419
115404,2.647066,2.14735,16.942841,19.729668
115406,2.6262790000000003,0.8524079999999999,21.008923,17.269606
115409,1.170455,0.087248,6.03611,19.870578
115410,0.654331,0.371544,5.6718980000000006,22.147187
115411,1.233093,1.184543,8.661501,21.136193
115412,2.536611,1.566258,14.256451,31.506447
115414,2.814162,2.088013,13.824032999999998,30.466132
115419,2.069264,0.816462,11.429239,28.803794
115421,1.831124,0.357845,6.6748759999999985,24.001801
115422,1.890672,1.063365,11.949249,28.795598
115423,1.462191,0.782683,12.987238,20.421005
115424,2.552564,0.882849,11.98161,31.857342
115428,1.115313,0.30314,10.51515,19.963117
115429,1.1399629999999998,0.992045,22.166847,20.747082
115430,1.7555490000000002,1.128558,15.003085999999998,21.056032
115431,0.563843,0.630713,11.779825,16.746659
115435,2.447711,0.387236,12.224421,28.484356
115436,0.971939,0.473462,11.852813,15.988784
115443,1.418395,0.5164270000000001,16.779588,16.423733
115449,2.396266,0.920732,7.845101,16.367273
115452,1.833535,0.755116,14.181964,17.448097
115457,1.189003,0.7367859999999999,0.0,31.088524
115460,1.786432,0.381306,13.180693,23.334027
115461,0.8944190000000001,1.238107,9.372981,17.456965
115467,2.488727,1.440498,10.986171,23.454507
115468,1.064195,0.810696,15.508614,12.604779
115469,1.741598,0.392294,7.519667,24.248651
115471,1.7713450000000002,0.643104,14.941335,20.752456
115473,1.5696139999999998,0.644238,4.191186,12.546576
115474,0.607753,0.228546,0.0,20.166738
115478,0.559963,0.729937,21.943907,15.751179
115479,0.929137,1.087313,11.575856,32.086469
115481,2.104429,1.098443,29.291159000000004,15.025527
115482,0.6202350000000001,0.5247430000000001,5.209062,24.463501
115483,0.286641,0.5369229999999999,12.74094,28.805799
115484,0.987329,0.434702,13.348145,25.348154
115487,1.240226,1.056562,12.611957,16.869956
115490,1.146312,0.613529,15.203656,30.644136
115492,0.751592,0.422543,13.587019,27.444844
115494,2.218408,1.8009669999999998,11.754339,15.013992000000002
115495,1.194971,0.8293010000000001,22.222128,14.97615
115498,2.396364,0.99977,9.805149,23.100612
115501,3.220675,1.026802,11.740843,27.457672
115502,1.476083,1.143434,18.610135,25.078574
115503,1.456823,1.517598,18.816531,25.335995
115508,1.842044,0.896394,18.789125,20.797622
115509,1.770323,0.234769,17.560385,26.623874
115513,3.048165,2.872729,21.274098,18.42742
115515,1.769225,0.370797,11.546393,37.90746
115516,1.140109,0.379572,12.135696,15.775477
115520,2.109883,0.991614,5.8680910000000015,30.260751000000006
115521,1.992216,0.960246,21.203732,32.666069
115523,1.493476,0.550663,9.379632,6.554017999999999
115524,1.610167,0.812511,3.55684,24.905917
115525,4.184553,1.068973,12.28249,25.164979
115531,1.627472,0.781038,5.725261,30.90444
115533,2.08935,1.043605,16.346084,23.386217
115534,1.442265,0.7596649999999999,4.036221,23.407864
115535,1.916477,0.6740229999999999,5.176027,30.175509
115536,1.998066,1.080593,15.607531,23.870391
115537,1.13168,0.938436,16.529825,10.83468
115538,1.534015,0.850368,10.772325,23.277843
115539,1.795367,1.345599,24.7359,19.433807
115541,1.31083,1.884309,19.168794,23.866033
115542,1.394645,0.778556,10.583122,22.59834
115543,0.999788,0.565271,9.360459,16.17735
115545,1.595807,1.353284,15.246985999999998,24.161921
115551,0.471068,0.345192,11.757765,16.083625
115552,0.8823979999999999,0.788084,5.505145,15.769134
115554,1.52758,0.984832,6.74009,19.654018
115555,1.324894,0.396658,2.490582,19.127018
115556,0.959146,0.284804,12.348042,23.940721
115558,2.2455990000000003,0.909346,8.271372999999999,19.449858
115559,2.250809,0.660695,0.0,26.964413
115560,1.62187,0.451253,3.144768,23.225969
115561,1.802996,0.92225,12.405713,20.515947
115562,1.388956,0.111135,3.764346,28.775146000000003
115563,0.532842,0.313881,10.201629,21.040973
115564,1.365567,0.962014,13.979568,14.010932
115565,1.145415,0.7785340000000001,7.826417,21.33366
115566,0.955069,1.175797,17.142066,21.758453
115568,2.642485,1.116985,19.207281,25.463612
115569,1.7532869999999998,0.925833,9.366117,23.301656
115570,1.765195,0.221474,12.121541,21.86232
115571,1.398108,0.295941,6.476221,20.267983
115573,1.890626,0.28920300000000004,10.147539,20.875599
115575,2.025821,2.072269,14.414112,7.2956020000000015
115577,1.785266,0.809424,12.829408,18.692195
115579,0.758674,0.104541,13.564035999999998,25.198604
115580,0.911128,0.590537,12.945272,22.945322
115582,1.554909,0.238836,8.764369,32.504718
115584,1.723227,0.806229,9.70738,14.879757
115585,1.805263,0.676098,5.671029,26.429891
115586,1.539435,1.885564,20.644107,7.544973
115587,2.688762,1.763767,21.433839000000006,19.454782
115592,2.467838,2.228727,10.226276,25.280087
115593,1.702755,1.332255,11.98324,18.279537
115596,2.332034,1.10099,19.134949,19.911775
115597,1.237633,0.806783,3.381994,7.894660000000001
115598,2.339844,1.006625,3.525743,32.669277
115604,1.506597,1.009659,12.671569,19.090871
115606,2.161361,0.548812,15.315963,23.204696
115607,2.495403,0.6471140000000001,12.275041,26.182883
115611,2.354621,1.056461,6.344019,29.89666
115612,1.819268,0.839736,5.675207,20.224406
115613,1.793894,0.57749,4.027654,13.516931
115614,2.067759,0.0,9.134915,26.927895
115615,1.527717,1.423989,12.600966,16.605809
115619,1.794619,1.529298,17.612034,20.04733
115621,1.248263,1.0377040000000002,7.351706,10.876227
115622,1.128156,0.785116,6.215096,7.601857000000001
115624,2.311319,0.987772,16.958278,28.531194
115625,0.936643,0.481274,8.390055,24.937808
115626,2.4645490000000003,1.630268,9.829793,26.881174
115627,1.007218,1.354105,0.0,8.775995
115628,0.664554,0.718988,12.883368,22.759686
115630,1.7356220000000002,1.364737,9.056749,23.159558
115633,2.635297,0.898049,14.562868,36.084584
115635,2.4651,3.34071,15.040660999999998,28.10991
115636,1.984009,1.176066,6.357667,32.131086
115638,1.895251,1.227258,14.724997,17.746598000000006
115641,2.117998,0.717517,12.06032,20.260963
115643,1.21963,0.677427,12.580621,20.728892
115644,1.392405,0.426171,7.10619,23.808602
115645,1.6540720000000002,0.257267,0.0,14.683576
115647,1.252274,0.257356,4.163855,16.957183999999998
115651,1.680655,0.7685850000000001,7.73827,23.984388
115654,1.772878,0.957593,10.963637,34.817914
115655,1.145307,0.269698,4.068639,22.156238
115656,1.651806,0.410787,3.34944,17.738253
115657,1.079689,0.954792,14.074344,13.293995
115659,0.415685,0.521525,12.411229,24.146151
115660,1.048873,0.892331,9.025566,19.018296
115663,1.889693,0.902166,14.235643,25.112751
115665,2.404709,1.863796,12.3629,36.405222
115667,2.564191,0.8279219999999999,10.698599,29.331929
115670,2.010426,0.473656,5.831328,17.296632000000002
115671,1.313208,0.461055,15.268087,19.53952
115674,1.036049,0.934084,16.435863,26.102833
115676,1.675809,1.164383,13.173564,26.880951
115679,1.124277,0.869188,2.703009,25.490325
115682,1.539677,0.5727270000000001,8.870957,25.578638
115683,2.052882,0.812566,16.327651,18.411163
115684,1.7470720000000002,2.243517,18.530968,30.008919
115685,1.8687,1.7826959999999998,6.967111999999998,22.791766
115686,2.284709,1.593213,15.779192000000002,29.760128
115687,0.953642,0.443271,5.485623,20.183734
115688,1.194507,0.821473,8.663652,24.576748
115689,1.466573,0.601557,10.725375,24.863955
115692,1.779221,0.741445,8.759304,18.705382
115694,0.606563,0.228201,5.5430199999999985,11.720828
115695,1.57085,0.969218,10.052787,14.462198
115696,2.676835,0.512495,3.51937,17.656935
115697,2.519378,0.172014,2.827029,24.305652
115701,2.4517900000000004,1.900065,12.913155,20.548603
115703,1.615063,2.956874,11.646029,27.605086
115706,1.873674,2.361135,28.714342,22.969322
115708,0.723913,0.359768,1.956279,11.157709
115709,1.326518,0.777401,10.587252,25.278562
115710,2.728106,0.729215,15.462241,14.891897
115711,1.864278,1.301918,11.624331,8.316324
115714,2.020652,0.938057,11.885643,25.2662
115717,1.264373,0.671312,8.743443,26.093073
115719,1.437605,0.692962,10.897082,15.695143
115720,2.294171,0.493314,11.523149,20.49234
115721,2.078777,0.6929930000000001,10.262616,22.977231
115725,1.447677,0.495638,2.485763,26.207762
115726,0.90349,0.513554,10.24251,17.562117999999998
115727,2.027518,0.74547,7.0457740000000015,22.653468
115728,1.482823,0.417129,18.55838,4.467955
115729,3.057649,1.906175,18.182024,20.504213
115730,2.608757,0.271925,2.371479,21.679604
115732,1.479463,1.022176,11.93985,27.643083
115733,2.204002,1.853122,17.165001,24.972735
115771,1.1403,0.387479,8.329495,30.878409
125004,0.978154,0.73993,7.885733,14.920727
125007,0.87434,0.7492,1.934291,13.022439
125011,1.004414,0.308024,3.015709,17.501193
125013,0.535986,0.10621300000000003,7.5826699999999985,13.266422
125014,0.404467,0.168979,0.0,11.295924
125015,0.0,0.293086,12.987035,17.760998999999995
125019,1.452184,0.190496,3.781671,13.064046
125026,1.823616,0.572625,7.2586,23.336807
125033,0.193942,0.0,8.567712,6.60653
125038,0.311929,0.122619,9.578434,11.505289
125040,0.604475,0.211173,5.680721,9.074652
125041,1.850723,0.17638,10.198955,16.345799
125043,1.662684,0.767993,4.580755,21.791132
125045,0.466188,0.135293,6.797910000000001,15.875383
125051,0.809453,0.12980799999999998,19.152162,21.758737
125052,0.919725,0.241208,4.025626,14.605072
125059,0.621546,0.0,12.303437,20.160372
125061,0.909269,1.031148,11.378935,26.354123
125062,1.6570029999999998,1.023116,5.04887,14.934766
125065,0.799571,0.34234000000000003,9.769274,16.291393
135007,0.0,0.885279,6.214781,3.856712
135010,0.5303,0.733101,5.327552,10.598868
135011,1.067692,0.482211,8.827617,15.200716
135015,0.924653,0.821751,18.152375,11.443751
135018,1.004255,0.402513,16.267357,12.233031
135019,1.086664,0.434405,7.500939,30.740003
135021,1.13139,1.091171,7.298597,17.311273999999994
135042,1.235536,1.6471330000000002,21.929993,18.989344
135048,1.132451,1.09244,4.533615,0.0
135051,1.997326,1.201875,12.646513,19.504372
135052,0.8495719999999999,0.347711,8.505275,9.991425
135053,1.3887120000000002,0.949698,19.407374,34.254324
135064,2.736751,0.6503180000000001,5.038059,10.583479
135065,0.94208,1.057647,5.54974,12.442753
135067,0.714449,0.578,6.46119,19.086802
135068,0.639443,1.30325,21.288283,23.082544
135076,1.181936,0.7448239999999999,9.495022,13.475366
135079,0.6521939999999999,0.342332,3.322567,13.356865
135084,0.722168,0.453687,2.902061,10.699963
135087,0.358167,0.299551,2.809391,12.604414
135089,1.6786259999999995,0.229514,15.594572,10.008119
135090,0.647999,0.336069,12.350334,21.029111
135091,0.48095,0.11895,9.835672,13.646347
135092,2.319376,2.533027,5.506241,13.906501
135093,0.8464790000000001,0.639534,10.563487,19.555397
135094,0.394846,0.333337,18.684219,28.461551
135098,1.000771,0.43542,6.6923119999999985,14.811507
