Federal Provider Number,Code B,Code C,Code D,Code E,Code F,Code G,Code H,Code I,Code J,Code K,Code L
105305,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105307,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
105308,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105310,0.0,0.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
105311,0.0,0.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105315,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0
105317,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105319,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105320,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105321,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105323,0.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105324,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105325,0.0,0.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105326,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105327,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105328,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
105331,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105332,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105333,0.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105335,2.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105336,0.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
105342,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105343,0.0,0.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105346,0.0,0.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105349,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105350,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105351,0.0,0.0,33.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105352,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105353,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0
105354,0.0,0.0,35.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
105355,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105358,0.0,0.0,28.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0
105360,0.0,0.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105362,0.0,0.0,18.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105363,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
105364,0.0,0.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105365,0.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105366,0.0,0.0,27.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105371,0.0,0.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105372,0.0,0.0,31.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
105373,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105374,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105375,0.0,3.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
105376,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
105377,1.0,1.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105378,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105379,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105381,0.0,0.0,26.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
105382,1.0,1.0,23.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
105385,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105387,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
105389,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105390,0.0,0.0,19.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
105392,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105393,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105394,0.0,0.0,26.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105395,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105397,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105398,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105399,0.0,0.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105401,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105402,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105404,0.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105407,0.0,0.0,19.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
105408,0.0,0.0,20.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0
105409,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105410,0.0,0.0,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105411,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105412,0.0,0.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105413,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105416,0.0,0.0,18.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
105417,0.0,0.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
105419,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105420,0.0,0.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105421,0.0,0.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105422,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
105423,0.0,0.0,13.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
105426,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105427,0.0,0.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
105428,0.0,0.0,29.0,15.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
105429,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105430,0.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105431,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105432,1.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105433,0.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105434,1.0,1.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105435,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105436,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105437,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105438,0.0,0.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105439,0.0,0.0,24.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105440,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105441,3.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105442,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105443,0.0,1.0,18.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
105444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105445,0.0,0.0,21.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
105447,0.0,0.0,23.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0
105448,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105449,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
105451,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
105452,0.0,0.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
105453,0.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105454,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
105455,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105458,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105459,0.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105460,0.0,0.0,24.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
105461,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105462,0.0,0.0,15.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
105463,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
105464,0.0,2.0,17.0,9.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
105465,0.0,3.0,25.0,5.0,10.0,2.0,0.0,0.0,5.0,0.0,1.0
105466,1.0,0.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105467,0.0,2.0,27.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
105468,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105470,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105471,1.0,0.0,20.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
105472,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105473,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105474,1.0,0.0,50.0,15.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
105475,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105476,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
105477,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
105478,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105479,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105480,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105481,0.0,0.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105482,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
105484,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105485,0.0,0.0,32.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
105486,0.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105487,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
105488,0.0,0.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105489,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105491,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
105492,1.0,0.0,21.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
105494,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105495,0.0,0.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105496,0.0,0.0,19.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105497,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105498,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105499,0.0,0.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
105504,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105505,0.0,0.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105506,0.0,1.0,17.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
105507,0.0,0.0,19.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
105508,0.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105509,0.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105510,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
105511,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105512,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105513,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105514,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105515,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105516,2.0,0.0,50.0,1.0,6.0,2.0,0.0,0.0,7.0,0.0,0.0
105518,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105519,0.0,0.0,36.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105520,0.0,0.0,36.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105521,1.0,0.0,28.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0
105522,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105523,0.0,0.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105524,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105525,0.0,0.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105526,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105528,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
105529,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105530,0.0,1.0,17.0,7.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0
105531,0.0,0.0,28.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
105532,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105533,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
105537,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105538,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105539,1.0,0.0,25.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105541,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105543,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105544,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105546,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105547,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105548,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105549,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105550,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105551,0.0,0.0,11.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
105552,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105553,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
105554,0.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105555,0.0,0.0,27.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
105556,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105558,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105559,2.0,0.0,13.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
105560,0.0,0.0,17.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
105561,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105562,0.0,3.0,21.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
105563,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105564,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
105565,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105566,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105567,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105568,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105570,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105571,0.0,0.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
105572,0.0,0.0,21.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105574,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105575,0.0,0.0,11.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
105577,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105578,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
105579,0.0,0.0,30.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105580,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105581,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105584,0.0,0.0,10.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
105586,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105587,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105588,0.0,0.0,17.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
105589,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105591,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105592,0.0,0.0,28.0,17.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
105593,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105596,0.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105597,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105598,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105599,0.0,0.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105600,0.0,0.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105601,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105602,0.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105603,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105604,0.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105606,0.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105607,1.0,2.0,43.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
105609,0.0,0.0,41.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
105610,0.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105611,0.0,1.0,22.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105612,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105613,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105616,0.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105617,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105618,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105620,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105621,0.0,0.0,15.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
105622,0.0,0.0,19.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
105623,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105624,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105626,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105628,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
105629,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105630,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105631,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105632,0.0,0.0,31.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
105634,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105635,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105636,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105637,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105638,0.0,0.0,21.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0
105640,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105641,1.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105643,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105644,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105645,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105649,0.0,1.0,22.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
105650,0.0,0.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105651,0.0,1.0,18.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105652,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
105653,0.0,0.0,23.0,6.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0
105654,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105655,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105657,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
105658,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105659,0.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
105660,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105662,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105663,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105664,0.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105665,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105666,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105668,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105670,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105671,0.0,1.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105672,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
105673,0.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
105679,0.0,0.0,16.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105680,1.0,0.0,28.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
105682,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
105683,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105684,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105685,0.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105686,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105687,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105688,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105690,0.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105692,0.0,0.0,20.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
105693,0.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105694,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105696,0.0,1.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105697,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105700,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105701,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
